dataset: B
instance: BU2
+-----------+
2D Packing Heuristic in Truck P350276501
Min2DVol: 25.625700000000002 [m2]
Stack 0 with items: ['0090014400_26102022002421', '0090014400_26102022002421']
Stack 1 with items: ['0090014400_26102022001344', '0090014400_26102022001344']
Stack 2 with items: ['0090014400_26102022001333', '0090014400_26102022001333']
Stack 3 with items: ['0090014400_26102022001333', '0090014400_26102022001333']
Stack 4 with items: ['0090014400_26102022001333', '0090014400_26102022001333']
Stack 5 with items: ['0090014400_26102022001333', '0090014400_26102022001333']
Stack 6 with items: ['0090014400_26102022001333', '0090014400_26102022001220']
Stack 7 with items: ['0090014400_26102022001220', '0090014400_26102022001220']
Stack 8 with items: ['0090014400_26102022001220', '0090014400_26102022001220']
Stack 9 with items: ['0090014400_26102022001220', '0090014400_26102022001220']
Stack 10 with items: ['0090014400_26102022001220', '0090014400_26102022001220']
Stack 11 with items: ['0090014400_26102022001175', '0090014400_26102022001175']
Stack 12 with items: ['0090014400_26102022001175', '0090014400_26102022001175']
Stack 13 with items: ['0090014400_26102022001175', '0090014400_26102022000689']
Stack 14 with items: ['0090014400_26102022000689', '0090014400_26102022000689']
Stack 15 with items: ['0090014400_26102022000689', '0090014400_26102022000689']
Stack 16 with items: ['0090014400_26102022002356', '0090014400_26102022002356']
Stack 17 with items: ['0090014400_26102022002356']
Stack 18 with items: ['0090014400_26102022002434', '0090014400_26102022002434']
Stack 19 with items: ['0090014400_26102022002434', '0090014400_26102022002434']
Heuristic packed all stacks
