dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P068542203
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0091017300_28022023023657', '0091017300_28022023023657', '0091017300_28022023023657']
Stack 1 with items: ['0091017300_28022023023657', '0091017300_28022023021739', '0091017300_28022023023657']
Stack 2 with items: ['0091017300_28022023021739', '0091017300_28022023021655', '0091017300_28022023021655']
Stack 3 with items: ['0091017300_28022023021655', '0091017300_28022023021202', '0091017300_28022023020418']
Stack 4 with items: ['0091017300_28022023020418', '0091017300_28022023020418', '0091017300_28022023020418']
Stack 5 with items: ['0091017300_28022023020418', '0091017300_28022023020418', '0091017300_28022023020418']
Stack 6 with items: ['0091017300_28022023009727', '0091017300_28022023008397', '0091017300_28022023008397']
Stack 7 with items: ['0091017300_28022023008397', '0091017300_28022023008397', '0091017300_28022023008397']
Stack 8 with items: ['0091017300_28022023008397', '0091017300_28022023008397', '0091017300_28022023008397']
Stack 9 with items: ['0091017300_28022023008397', '0091017300_28022023008397', '0091017300_28022023008397']
Stack 10 with items: ['0091017300_28022023008397', '0091017300_28022023008397', '0091017300_28022023008397']
Stack 11 with items: ['0091017300_28022023008397', '0091017300_28022023007141', '0091017300_28022023007141']
Stack 12 with items: ['0091017300_28022023007141', '0091017300_28022023006590', '0091017300_28022023007141']
Stack 13 with items: ['0091017300_28022023006590', '0091017300_28022023004662', '0091017300_28022023004662']
Stack 14 with items: ['0091017300_28022023004662', '0091017300_28022023004662', '0091017300_28022023004662']
Stack 15 with items: ['0091017300_28022023004662', '0091017300_28022023000297', '0091017300_28022023004662']
Heuristic packed all stacks
