dataset: C
instance: DO3
+-----------+
2D Packing Heuristic in Truck P081222503
Min2DVol: 30.24567599999999 [m2]
Stack 0 with items: ['0090019100_28022023005799', '0090019100_28022023000426', '0090019100_28022023008607', '0090019100_28022023022627']
Stack 1 with items: ['0090019100_28022023003811', '0090019100_28022023003811', '0090019100_28022023003811']
Stack 2 with items: ['0090019100_28022023014278', '0090019100_28022023014278', '0090019100_28022023014278']
Stack 3 with items: ['0090019100_28022023014278', '0090019100_28022023014278', '0090019100_28022023014278']
Stack 4 with items: ['0090019100_28022023003811', '0090019100_28022023003811', '0090019100_28022023003811']
Stack 5 with items: ['0090019100_28022023018579', '0090019100_28022023014278', '0090019100_28022023021117']
Stack 6 with items: ['0090019100_28022023014278', '0090019100_28022023014278', '0090019100_28022023014278']
Stack 7 with items: ['0090019100_28022023003811', '0090019100_28022023003811', '0090019100_28022023003811']
Stack 8 with items: ['0090019100_28022023003811', '0090019100_28022023003811', '0090019100_28022023003811']
Stack 9 with items: ['0090019100_28022023014278', '0090019100_28022023014278', '0090019100_28022023014278']
Stack 10 with items: ['0090019100_28022023015893', '0090019100_28022023015893', '0090019100_28022023015893']
Stack 11 with items: ['0090019100_28022023015893', '0090019100_28022023015893', '0090019100_28022023015893']
Stack 12 with items: ['0090019100_28022023015893', '0090019100_28022023015893', '0090019100_28022023015893']
Stack 13 with items: ['0090019100_28022023015893', '0090019100_28022023015893', '0090019100_28022023015893']
Stack 14 with items: ['0090019100_28022023015893', '0090019100_28022023015893', '0090019100_28022023015893']
Stack 15 with items: ['0090019100_28022023015893', '0090019100_28022023006287', '0090019100_28022023015893']
Stack 16 with items: ['0090019100_28022023006287', '0090019100_28022023005428', '0090019100_28022023006287']
Stack 17 with items: ['0090019100_28022023005428', '0090019100_28022023005428', '0090019100_28022023005428']
Stack 18 with items: ['0090019100_28022023005428', '0090019100_28022023005428', '0090019100_28022023005428']
Stack 19 with items: ['0090019100_28022023005428', '0090019100_28022023005428', '0090019100_28022023005428']
Stack 20 with items: ['0090019100_28022023005428', '0090019100_28022023005428', '0090019100_28022023005428']
Stack 21 with items: ['0090019100_28022023005428', '0090019100_28022023005428', '0090019100_28022023005428']
Stack 22 with items: ['0090019100_28022023005744', '0090019100_28022023013185', '0090019100_28022023013185', '0090019100_28022023014204', '0090019100_28022023014204', '0090019100_28022023020630']
Stack 23 with items: ['0090019100_28022023006495', '0090019100_28022023006495', '0090019100_28022023006495']
Stack 24 with items: ['0090019100_28022023006495', '0090019100_28022023006495', '0090019100_28022023006495']
Heuristic packed all stacks
