dataset: X
instance: MT2
+-----------+
2D Packing Heuristic in Truck P186636101
Min2DVol: 31.362539999999985 [m2]
Stack 0 with items: ['0091017700_08062023005386', '0091017700_08062023003286']
Stack 1 with items: ['0091017700_08062023003286', '0091017700_08062023003286']
Stack 2 with items: ['0091017700_08062023003286', '0091017700_08062023003286']
Stack 3 with items: ['0091017700_08062023003286', '0091017700_08062023003199']
Stack 4 with items: ['0091017700_08062023003199', '0091017700_08062023003199']
Stack 5 with items: ['0091017700_08062023003199', '0091017700_08062023000173']
Stack 6 with items: ['0091017700_08062023000297', '0091017700_08062023000297']
Stack 7 with items: ['0091017700_08062023000315', '0091017700_08062023000422']
Stack 8 with items: ['0091017700_08062023003473', '0091017700_08062023003473']
Stack 9 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 10 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 11 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 12 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 13 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 14 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 15 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 16 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 17 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 18 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 19 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 20 with items: ['0091017700_08062023001572', '0091017700_08062023001572']
Stack 21 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 22 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 23 with items: ['0091017700_08062023001572', '0091017700_08062023001572']
Stack 24 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Stack 25 with items: ['0091017700_08062023002068', '0091017700_08062023002068']
Heuristic packed all stacks
