dataset: X
instance: TA3
+-----------+
2D Packing Heuristic in Truck P196382111
Min2DVol: 46.08000000000002 [m2]
Stack 0 with items: ['0090038300_08062023005555', '0090038300_08062023005261', '0090038300_08062023003141']
Stack 1 with items: ['0090038300_08062023000015', '0090038300_08062023010148', '0090038300_08062023010148']
Stack 2 with items: ['0090038300_08062023000312', '0090038300_08062023002025', '0090038300_08062023002025']
Stack 3 with items: ['0090038300_08062023004445', '0090038300_08062023004445', '0090038300_08062023010938']
Stack 4 with items: ['0090038300_08062023011226', '0090038300_08062023010631']
Stack 5 with items: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 6 with items: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 7 with items: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 8 with items: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 9 with items: ['0090038300_08062023010631', '0090038300_08062023010422']
Stack 10 with items: ['0090038300_08062023010422', '0090038300_08062023010310']
Stack 11 with items: ['0090038300_08062023010310', '0090038300_08062023010310']
Stack 12 with items: ['0090038300_08062023010310', '0090038300_08062023010147']
Stack 13 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 14 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 15 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 16 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 17 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 18 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 19 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 20 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 21 with items: ['0090038300_08062023010147', '0090038300_08062023010147']
Stack 22 with items: ['0090038300_08062023009919', '0090038300_08062023009600']
Stack 23 with items: ['0090038300_08062023009600', '0090038300_08062023009600']
Stack 24 with items: ['0090038300_08062023008241', '0090038300_08062023007721']
Stack 25 with items: ['0090038300_08062023006269', '0090038300_08062023006269']
Stack 26 with items: ['0090038300_08062023006269', '0090038300_08062023006269']
Stack 27 with items: ['0090038300_08062023006269', '0090038300_08062023004930']
Stack 28 with items: ['0090038300_08062023004930', '0090038300_08062023003753']
Stack 29 with items: ['0090038300_08062023003666', '0090038300_08062023003439']
Stack 30 with items: ['0090038300_08062023003439', '0090038300_08062023003220']
Stack 31 with items: ['0090038300_08062023001778', '0090038300_08062023001778']
Stack 32 with items: ['0090038300_08062023001778', '0090038300_08062023001778']
Stack 33 with items: ['0090038300_08062023001409', '0090038300_08062023001389']
Stack 34 with items: ['0090038300_08062023001389', '0090038300_08062023001284']
Stack 35 with items: ['0090038300_08062023001284']
Stacks not packed:
Stack 4 missing: ['0090038300_08062023011226', '0090038300_08062023010631']
Stack 7 missing: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 8 missing: ['0090038300_08062023010631', '0090038300_08062023010631']
Stack 24 missing: ['0090038300_08062023008241', '0090038300_08062023007721']
Stack 25 missing: ['0090038300_08062023006269', '0090038300_08062023006269']
Stack 26 missing: ['0090038300_08062023006269', '0090038300_08062023006269']
Stack 27 missing: ['0090038300_08062023006269', '0090038300_08062023004930']
Stack 28 missing: ['0090038300_08062023004930', '0090038300_08062023003753']
Stack 29 missing: ['0090038300_08062023003666', '0090038300_08062023003439']
Stack 30 missing: ['0090038300_08062023003439', '0090038300_08062023003220']
Stack 33 missing: ['0090038300_08062023001409', '0090038300_08062023001389']
Stack 34 missing: ['0090038300_08062023001389', '0090038300_08062023001284']
