dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P264335303
Min2DVol: 27.889180000000014 [m2]
Stack 0 with items: ['0090016900_03072022010677', '0090016900_03072022010677', '0090016900_03072022010677']
Stack 1 with items: ['0090016900_03072022004243', '0090016900_03072022004243', '0090016900_03072022004243']
Stack 2 with items: ['0090016900_03072022010677', '0090016900_03072022010677', '0090016900_03072022010677']
Stack 3 with items: ['0090016900_03072022004243', '0090016900_03072022004243', '0090016900_03072022004243']
Stack 4 with items: ['0090016900_03072022014249', '0090016900_03072022014249']
Stack 5 with items: ['0090016900_03072022014249', '0090016900_03072022014249']
Stack 6 with items: ['0090016900_03072022014249', '0090016900_03072022014249']
Stack 7 with items: ['0090016900_03072022014249', '0090016900_03072022012742']
Stack 8 with items: ['0090016900_03072022012742', '0090016900_03072022012742']
Stack 9 with items: ['0090016900_03072022007085', '0090016900_03072022007085']
Stack 10 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 11 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 12 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 13 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 14 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 15 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 16 with items: ['0090016900_03072022005439', '0090016900_03072022005439']
Stack 17 with items: ['0090016900_03072022009350', '0090016900_03072022009350']
Stack 18 with items: ['0090016900_03072022010379', '0090016900_03072022010379']
Stack 19 with items: ['0090016900_03072022009350', '0090016900_03072022009350']
Heuristic packed all stacks
