dataset: B
instance: MT
+-----------+
2D Packing Heuristic in Truck P322636101
Min2DVol: 25.962540000000022 [m2]
Stack 0 with items: ['0091017700_26102022002125', '0091017700_26102022002125']
Stack 1 with items: ['0091017700_26102022000366', '0091017700_26102022000974']
Stack 2 with items: ['0091017700_26102022000119', '0091017700_26102022000366']
Stack 3 with items: ['0091017700_26102022002125', '0091017700_26102022002125']
Stack 4 with items: ['0091017700_26102022002125', '0091017700_26102022002125']
Stack 5 with items: ['0091017700_26102022000366', '0091017700_26102022000366']
Stack 6 with items: ['0091017700_26102022000366', '0091017700_26102022000119']
Stack 7 with items: ['0091017700_26102022000366', '0091017700_26102022000366']
Stack 8 with items: ['0091017700_26102022000366']
Stack 9 with items: ['0091017700_26102022003218', '0091017700_26102022003218']
Stack 10 with items: ['0091017700_26102022002516', '0091017700_26102022002516']
Stack 11 with items: ['0091017700_26102022002516', '0091017700_26102022002516']
Stack 12 with items: ['0091017700_26102022002464', '0091017700_26102022001961']
Stack 13 with items: ['0091017700_26102022002290', '0091017700_26102022001021']
Stack 14 with items: ['0091017700_26102022000200']
Stack 15 with items: ['0091017700_26102022002238', '0091017700_26102022002238']
Stack 16 with items: ['0091017700_26102022001843', '0091017700_26102022001843']
Stack 17 with items: ['0091017700_26102022004134']
Stack 18 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 19 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 20 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 21 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 22 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 23 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 24 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 25 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 26 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 27 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 28 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 29 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 30 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 31 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 32 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 33 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 34 with items: ['0091017700_26102022003744', '0091017700_26102022003744']
Stack 35 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 36 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 37 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 38 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 39 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 40 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 41 with items: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 42 with items: ['0091017700_26102022003744', '0091017700_26102022003744']
Stacks not packed:
Stack 9 missing: ['0091017700_26102022003218', '0091017700_26102022003218']
Stack 10 missing: ['0091017700_26102022002516', '0091017700_26102022002516']
Stack 11 missing: ['0091017700_26102022002516', '0091017700_26102022002516']
Stack 12 missing: ['0091017700_26102022002464', '0091017700_26102022001961']
Stack 13 missing: ['0091017700_26102022002290', '0091017700_26102022001021']
Stack 14 missing: ['0091017700_26102022000200']
Stack 31 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 32 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 33 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 34 missing: ['0091017700_26102022003744', '0091017700_26102022003744']
Stack 35 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 36 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 37 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 38 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 39 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 40 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 41 missing: ['0091017700_26102022003802', '0091017700_26102022003802']
Stack 42 missing: ['0091017700_26102022003744', '0091017700_26102022003744']
