dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P075051501
Min2DVol: 32.07612 [m2]
Stack 0 with items: ['0090017100_27022023023435', '0090017100_27022023023435']
Stack 1 with items: ['0090017100_27022023023435', '0090017100_27022023023435']
Stack 2 with items: ['0090017100_27022023023435', '0090017100_27022023015603']
Stack 3 with items: ['0090017100_27022023015603', '0090017100_27022023015603']
Stack 4 with items: ['0090017100_27022023015603', '0090017100_27022023015603']
Stack 5 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 6 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 7 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 8 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 9 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 10 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 11 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 12 with items: ['0090017100_27022023006872', '0090017100_27022023006872']
Stack 13 with items: ['0090017100_27022023007109', '0090017100_27022023028588']
Stack 14 with items: ['0090017100_27022023018964', '0090017100_27022023018964']
Heuristic packed all stacks
