dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P195562303
Min2DVol: 22.044000000000004 [m2]
Stack 0 with items: ['0091017200_03072022010347', '0091017200_03072022019072']
Stack 1 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 2 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 3 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 4 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 5 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 6 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 7 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 8 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 9 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Stack 10 with items: ['0091017200_03072022010347', '0091017200_03072022010347']
Heuristic packed all stacks
