dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P198161901
Min2DVol: 22.740000000000016 [m2]
Stack 0 with items: ['0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835']
Stack 1 with items: ['0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835']
Stack 2 with items: ['0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835', '0090016900_14062023044835']
Stack 3 with items: ['0090016900_14062023044835', '0090016900_14062023024055', '0090016900_14062023044835', '0090016900_14062023044835']
Stack 4 with items: ['0090016900_14062023024055', '0090016900_14062023024055', '0090016900_14062023024055', '0090016900_14062023024055']
Stack 5 with items: ['0090016900_14062023024055', '0090016900_14062023024055', '0090016900_14062023024055', '0090016900_14062023024055']
Stack 6 with items: ['0090016900_14062023009352', '0090016900_14062023009352', '0090016900_14062023009352', '0090016900_14062023009352']
Stack 7 with items: ['0090016900_14062023009352', '0090016900_14062023005154', '0090016900_14062023009352', '0090016900_14062023009352']
Stack 8 with items: ['0090016900_14062023005154', '0090016900_14062023005154', '0090016900_14062023005154', '0090016900_14062023005154']
Stack 9 with items: ['0090016900_14062023005154', '0090016900_14062023005154', '0090016900_14062023005154', '0090016900_14062023005154']
Stack 10 with items: ['0090016900_14062023005154']
Stack 11 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 12 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 13 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 14 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 15 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 16 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 17 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 18 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 19 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 20 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 21 with items: ['0090016900_14062023036645', '0090016900_14062023015123']
Stack 22 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 23 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 24 with items: ['0090016900_14062023023813', '0090016900_14062023023813']
Stack 25 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 26 with items: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 27 with items: ['0090016900_14062023015123', '0090016900_14062023015123']
Stacks not packed:
Stack 12 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 15 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 16 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 17 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 19 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 21 missing: ['0090016900_14062023036645', '0090016900_14062023015123']
Stack 22 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 23 missing: ['0090016900_14062023015123', '0090016900_14062023015123']
Stack 24 missing: ['0090016900_14062023023813', '0090016900_14062023023813']
Stack 25 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 26 missing: ['0090016900_14062023036645', '0090016900_14062023036645']
Stack 27 missing: ['0090016900_14062023015123', '0090016900_14062023015123']
