dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P097383407
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090038300_28022023028270', '0090038300_28022023027667', '0090038300_28022023027667']
Stack 1 with items: ['0090038300_28022023025749', '0090038300_28022023025402', '0090038300_28022023025749']
Stack 2 with items: ['0090038300_28022023025402', '0090038300_28022023018375', '0090038300_28022023018145']
Stack 3 with items: ['0090038300_28022023017057', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 4 with items: ['0090038300_28022023016921', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 5 with items: ['0090038300_28022023016921', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 6 with items: ['0090038300_28022023016921', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 7 with items: ['0090038300_28022023016921', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 8 with items: ['0090038300_28022023016921', '0090038300_28022023016921', '0090038300_28022023016921']
Stack 9 with items: ['0090038300_28022023016079', '0090038300_28022023016079', '0090038300_28022023016079']
Stack 10 with items: ['0090038300_28022023016079', '0090038300_28022023016079', '0090038300_28022023016079']
Stack 11 with items: ['0090038300_28022023014038', '0090038300_28022023014038', '0090038300_28022023014038']
Stack 12 with items: ['0090038300_28022023014038', '0090038300_28022023014038', '0090038300_28022023014038']
Stack 13 with items: ['0090038300_28022023014038', '0090038300_28022023010478', '0090038300_28022023014038']
Stack 14 with items: ['0090038300_28022023010478', '0090038300_28022023007889', '0090038300_28022023000567']
Stack 15 with items: ['0090038300_28022023000567', '0090038300_28022023000368', '0090038300_28022023000368']
Heuristic packed all stacks
