dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P343234401
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090017100_26102022016332', '0090017100_26102022015424', '0090017100_26102022015424']
Stack 1 with items: ['0090017100_26102022015424', '0090017100_26102022014336', '0090017100_26102022015424']
Stack 2 with items: ['0090017100_26102022014336', '0090017100_26102022014336', '0090017100_26102022014336']
Stack 3 with items: ['0090017100_26102022014336', '0090017100_26102022013116', '0090017100_26102022014336']
Stack 4 with items: ['0090017100_26102022013116', '0090017100_26102022013116', '0090017100_26102022013116']
Stack 5 with items: ['0090017100_26102022013116', '0090017100_26102022013116', '0090017100_26102022013116']
Stack 6 with items: ['0090017100_26102022013116', '0090017100_26102022013116', '0090017100_26102022013116']
Stack 7 with items: ['0090017100_26102022013116', '0090017100_26102022012905', '0090017100_26102022013116']
Stack 8 with items: ['0090017100_26102022010824', '0090017100_26102022010824', '0090017100_26102022010824']
Stack 9 with items: ['0090017100_26102022010824', '0090017100_26102022010683', '0090017100_26102022010683']
Stack 10 with items: ['0090017100_26102022010683', '0090017100_26102022010683', '0090017100_26102022010683']
Stack 11 with items: ['0090017100_26102022010683', '0090017100_26102022010683', '0090017100_26102022010683']
Stack 12 with items: ['0090017100_26102022010683', '0090017100_26102022010683', '0090017100_26102022010683']
Stack 13 with items: ['0090017100_26102022010683', '0090017100_26102022009549', '0090017100_26102022009549']
Stack 14 with items: ['0090017100_26102022009549', '0090017100_26102022006469', '0090017100_26102022006469']
Stack 15 with items: ['0090017100_26102022006469', '0090017100_26102022006469', '0090017100_26102022006469']
Stack 16 with items: ['0090017100_26102022006469', '0090017100_26102022006267', '0090017100_26102022006267']
Stack 17 with items: ['0090017100_26102022006267', '0090017100_26102022002640', '0090017100_26102022002640']
Stack 18 with items: ['0090017100_26102022002640', '0090017100_26102022002640', '0090017100_26102022002640']
Stack 19 with items: ['0090017100_26102022002640', '0090017100_26102022002005', '0090017100_26102022002640']
Heuristic packed all stacks
