dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P328278701
Min2DVol: 25.199999999999992 [m2]
Stack 0 with items: ['0090017000_26102022009261', '0090017000_26102022009261']
Stack 1 with items: ['0090017000_26102022008506', '0090017000_26102022008506']
Stack 2 with items: ['0090017000_26102022008506', '0090017000_26102022008506']
Stack 3 with items: ['0090017000_26102022008506', '0090017000_26102022008506']
Stack 4 with items: ['0090017000_26102022008150', '0090017000_26102022007737']
Stack 5 with items: ['0090017000_26102022007737', '0090017000_26102022007737']
Stack 6 with items: ['0090017000_26102022007737', '0090017000_26102022007737']
Stack 7 with items: ['0090017000_26102022007225', '0090017000_26102022007225']
Stack 8 with items: ['0090017000_26102022007225', '0090017000_26102022005820']
Stack 9 with items: ['0090017000_26102022005820', '0090017000_26102022005820']
Stack 10 with items: ['0090017000_26102022005734', '0090017000_26102022005734']
Stack 11 with items: ['0090017000_26102022003950', '0090017000_26102022003568']
Stack 12 with items: ['0090017000_26102022003568', '0090017000_26102022003568']
Stack 13 with items: ['0090017000_26102022003568', '0090017000_26102022003568']
Stack 14 with items: ['0090017000_26102022003568', '0090017000_26102022002412']
Stack 15 with items: ['0090017000_26102022002412', '0090017000_26102022002412']
Stack 16 with items: ['0090017000_26102022002412', '0090017000_26102022002208']
Stack 17 with items: ['0090017000_26102022002208', '0090017000_26102022002208']
Stack 18 with items: ['0090017000_26102022002208', '0090017000_26102022000983']
Stack 19 with items: ['0090017000_26102022000983', '0090017000_26102022000983']
Stack 20 with items: ['0090017000_26102022000983']
Heuristic packed all stacks
