dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P236623001
Min2DVol: 24.606419999999996 [m2]
Stack 0 with items: ['0091017200_03072022019063', '0091017200_03072022018797']
Stack 1 with items: ['0091017200_03072022010550', '0091017200_03072022009965']
Stack 2 with items: ['0091017200_03072022009965', '0091017200_03072022009965']
Stack 3 with items: ['0091017200_03072022006391', '0091017200_03072022004331']
Stack 4 with items: ['0091017200_03072022003069', '0091017200_03072022002906']
Stack 5 with items: ['0091017200_03072022002267', '0091017200_03072022002267']
Stack 6 with items: ['0091017200_03072022002267', '0091017200_03072022002267']
Stack 7 with items: ['0091017200_03072022016877', '0091017200_03072022016877']
Stack 8 with items: ['0091017200_03072022016877', '0091017200_03072022018071']
Stack 9 with items: ['0091017200_03072022016523', '0091017200_03072022015222']
Stack 10 with items: ['0091017200_03072022016523', '0091017200_03072022018071']
Stack 11 with items: ['0091017200_03072022011096', '0091017200_03072022016877']
Stack 12 with items: ['0091017200_03072022011096', '0091017200_03072022016523']
Stack 13 with items: ['0091017200_03072022015222', '0091017200_03072022015222']
Stack 14 with items: ['0091017200_03072022015222', '0091017200_03072022016523']
Stack 15 with items: ['0091017200_03072022018071', '0091017200_03072022015222']
Stack 16 with items: ['0091017200_03072022016877', '0091017200_03072022016877']
Stack 17 with items: ['0091017200_03072022015222', '0091017200_03072022018071']
Stack 18 with items: ['0091017200_03072022015222', '0091017200_03072022015222']
Heuristic packed all stacks
