dataset: C
instance: VO
+-----------+
2D Packing Heuristic in Truck P067382109
Min2DVol: 30.01805999999999 [m2]
Stack 0 with items: ['0090038300_28022023015578', '0090038300_28022023010843', '0090038300_28022023015578']
Stack 1 with items: ['0090038300_28022023013864', '0090038300_28022023010843', '0090038300_28022023013864']
Stack 2 with items: ['0090038300_28022023013095', '0090038300_28022023010843', '0090038300_28022023013095']
Stack 3 with items: ['0090038300_28022023013095', '0090038300_28022023013095']
Stack 4 with items: ['0090038300_28022023013095', '0090038300_28022023012016']
Stack 5 with items: ['0090038300_28022023012016', '0090038300_28022023012016']
Stack 6 with items: ['0090038300_28022023012016', '0090038300_28022023012016']
Stack 7 with items: ['0090038300_28022023012016', '0090038300_28022023012016']
Stack 8 with items: ['0090038300_28022023012016', '0090038300_28022023010759']
Stack 9 with items: ['0090038300_28022023010759', '0090038300_28022023010759']
Stack 10 with items: ['0090038300_28022023010759', '0090038300_28022023010759']
Stack 11 with items: ['0090038300_28022023010759', '0090038300_28022023010759']
Stack 12 with items: ['0090038300_28022023010759', '0090038300_28022023008868']
Stack 13 with items: ['0090038300_28022023008868', '0090038300_28022023008868']
Stack 14 with items: ['0090038300_28022023008868', '0090038300_28022023008868']
Stack 15 with items: ['0090038300_28022023008868', '0090038300_28022023006076']
Stack 16 with items: ['0090038300_28022023004607', '0090038300_28022023004125']
Stack 17 with items: ['0090038300_28022023004125', '0090038300_28022023002090']
Stack 18 with items: ['0090038300_28022023002090', '0090038300_28022023002090']
Stack 19 with items: ['0090038300_28022023002090', '0090038300_28022023002090']
Stack 20 with items: ['0090038300_28022023002090', '0090038300_28022023001245']
Stack 21 with items: ['0090038300_28022023001245', '0090038300_28022023001245']
Stack 22 with items: ['0090038300_28022023001245', '0090038300_28022023001245']
Stack 23 with items: ['0090038300_28022023001245', '0090038300_28022023000689']
Stack 24 with items: ['0090038300_28022023005869', '0090038300_28022023015278']
Heuristic packed all stacks
