dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P076421707
Min2DVol: 32.04 [m2]
Stack 0 with items: ['0090017000_27022023034909', '0090017000_27022023030713', '0090017000_27022023026257']
Stack 1 with items: ['0090017000_27022023026257', '0090017000_27022023026257', '0090017000_27022023026257']
Stack 2 with items: ['0090017000_27022023026257', '0090017000_27022023024579', '0090017000_27022023011348']
Stack 3 with items: ['0090017000_27022023011348', '0090017000_27022023011348', '0090017000_27022023011348']
Stack 4 with items: ['0090017000_27022023011348', '0090017000_27022023010467', '0090017000_27022023010467']
Stack 5 with items: ['0090017000_27022023010467', '0090017000_27022023008868', '0090017000_27022023010467']
Stack 6 with items: ['0090017000_27022023001230']
Stack 7 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 8 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 9 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 10 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 11 with items: ['0090017000_27022023016659', '0090017000_27022023016659']
Stack 12 with items: ['0090017000_27022023008753', '0090017000_27022023007602']
Stack 13 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 14 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 15 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stack 16 with items: ['0090017000_27022023009269', '0090017000_27022023009269']
Stacks not packed:
Stack 12 missing: ['0090017000_27022023008753', '0090017000_27022023007602']
