dataset: C
instance: CL3
+-----------+
2D Packing Heuristic in Truck P081225903
Min2DVol: 32.15999999999999 [m2]
Stack 0 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 1 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 2 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 3 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 4 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 5 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 6 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 7 with items: ['0090016100_28022023001097', '0090016100_28022023001097', '0090016100_28022023001097']
Stack 8 with items: ['0090016100_28022023001620']
Stack 9 with items: ['0090016100_28022023002752', '0090016100_28022023002752']
Stack 10 with items: ['0090016100_28022023002752', '0090016100_28022023002752']
Stack 11 with items: ['0090016100_28022023002752', '0090016100_28022023002752']
Stack 12 with items: ['0090016100_28022023002181', '0090016100_28022023002181']
Stack 13 with items: ['0090016100_28022023001898', '0090016100_28022023001777']
Stack 14 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 15 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 16 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 17 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 18 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 19 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 20 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 21 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 22 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 23 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 24 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 25 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stack 26 with items: ['0090016100_28022023001777', '0090016100_28022023001777']
Stacks not packed:
Stack 8 missing: ['0090016100_28022023001620']
