dataset: B
instance: FS
+-----------+
2D Packing Heuristic in Truck P328520301
Min2DVol: 16.400700000000004 [m2]
Stack 0 with items: ['0091017500_26102022000509']
Stack 1 with items: ['0091017500_26102022000509']
Stack 2 with items: ['0091017500_26102022000216']
Stack 3 with items: ['0091017500_26102022000216']
Stack 4 with items: ['0091017500_26102022000216']
Stack 5 with items: ['0091017500_26102022000216']
Stack 6 with items: ['0091017500_26102022000058']
Stack 7 with items: ['0091017500_26102022000058']
Stack 8 with items: ['0091017500_26102022000058']
Stack 9 with items: ['0091017500_26102022000429', '0091017500_26102022000429', '0091017500_26102022000429']
Stack 10 with items: ['0091017500_26102022000429', '0091017500_26102022000429', '0091017500_26102022000429']
Stack 11 with items: ['0091017500_26102022000429', '0091017500_26102022000429', '0091017500_26102022000429']
Stack 12 with items: ['0091017500_26102022000429', '0091017500_26102022000429', '0091017500_26102022000429']
Stack 13 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 14 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 15 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 16 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 17 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 18 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 19 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 20 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 21 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 22 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 23 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stacks not packed:
Stack 18 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 19 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 20 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 21 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 22 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 23 missing: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
