dataset: C
instance: CI
+-----------+
2D Packing Heuristic in Truck P086414803
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 1 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 2 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 3 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 4 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 5 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 6 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 7 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 8 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 9 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 10 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 11 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 12 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 13 with items: ['0090016800_27022023017817', '0090016800_27022023017817']
Stack 14 with items: ['0090016800_27022023017817', '0090016800_27022023015776']
Stack 15 with items: ['0090016800_27022023013052', '0090016800_27022023013052']
Stack 16 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 17 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 18 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 19 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 20 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 21 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 22 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 23 with items: ['0090016800_27022023010813', '0090016800_27022023010813']
Stack 24 with items: ['0090016800_27022023010813', '0090016800_27022023006304']
Stack 25 with items: ['0090016800_27022023006039', '0090016800_27022023000033']
Heuristic packed all stacks
