dataset: A
instance: DO2
+-----------+
2D Packing Heuristic in Truck P252043501
Min2DVol: 32.08800000000001 [m2]
Stack 0 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 1 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 2 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 3 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 4 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 5 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 6 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 7 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 8 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 9 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 10 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 11 with items: ['0090019100_03072022007059', '0090019100_03072022007059']
Stack 12 with items: ['0090019100_03072022004289', '0090019100_03072022007059']
Stack 13 with items: ['0090019100_03072022004289', '0090019100_03072022004289']
Heuristic packed all stacks
