dataset: X
instance: CI6
+-----------+
2D Packing Heuristic in Truck P202883707
Min2DVol: 31.66956000000001 [m2]
Stack 0 with items: ['0090016800_14062023032228']
Stack 1 with items: ['0090016800_14062023041365', '0090016800_14062023041365']
Stack 2 with items: ['0090016800_14062023041365', '0090016800_14062023041365']
Stack 3 with items: ['0090016800_14062023041365', '0090016800_14062023041365']
Stack 4 with items: ['0090016800_14062023041365', '0090016800_14062023041365']
Stack 5 with items: ['0090016800_14062023041365', '0090016800_14062023041365']
Stack 6 with items: ['0090016800_14062023041365', '0090016800_14062023031391']
Stack 7 with items: ['0090016800_14062023031391', '0090016800_14062023031391']
Stack 8 with items: ['0090016800_14062023031391', '0090016800_14062023031391']
Stack 9 with items: ['0090016800_14062023031391', '0090016800_14062023031391']
Stack 10 with items: ['0090016800_14062023031391', '0090016800_14062023031391']
Stack 11 with items: ['0090016800_14062023031391', '0090016800_14062023027680']
Stack 12 with items: ['0090016800_14062023021373', '0090016800_14062023021373']
Stack 13 with items: ['0090016800_14062023021373', '0090016800_14062023021373']
Stack 14 with items: ['0090016800_14062023021373', '0090016800_14062023021373']
Stack 15 with items: ['0090016800_14062023021373', '0090016800_14062023021373']
Stack 16 with items: ['0090016800_14062023021373', '0090016800_14062023021373']
Stack 17 with items: ['0090016800_14062023021373', '0090016800_14062023015229']
Stack 18 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 19 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 20 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 21 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 22 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 23 with items: ['0090016800_14062023013454', '0090016800_14062023013454']
Stack 24 with items: ['0090016800_14062023011171', '0090016800_14062023011171']
Stack 25 with items: ['0090016800_14062023001507', '0090016800_14062023001507']
Heuristic packed all stacks
