dataset: X
instance: SA4
+-----------+
2D Packing Heuristic in Truck P240154901
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090017100_14062023021480', '0090017100_14062023017679', '0090017100_14062023020440', '0090017100_14062023017679', '0090017100_14062023021480']
Stack 1 with items: ['0090017100_14062023017679', '0090017100_14062023011322', '0090017100_14062023015091', '0090017100_14062023016830', '0090017100_14062023011322']
Stack 2 with items: ['0090017100_14062023011322', '0090017100_14062023009997', '0090017100_14062023009997', '0090017100_14062023010404', '0090017100_14062023009934']
Stack 3 with items: ['0090017100_14062023009934', '0090017100_14062023003219', '0090017100_14062023003794', '0090017100_14062023003794', '0090017100_14062023001375']
Stack 4 with items: ['0090017100_14062023017858', '0090017100_14062023017858', '0090017100_14062023017858']
Stack 5 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 6 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 7 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 8 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 9 with items: ['0090017100_14062023017858', '0090017100_14062023017858', '0090017100_14062023017858']
Stack 10 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 11 with items: ['0090017100_14062023017858', '0090017100_14062023004991', '0090017100_14062023017858']
Stack 12 with items: ['0090017100_14062023004991', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 13 with items: ['0090017100_14062023004991', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 14 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 15 with items: ['0090017100_14062023004991', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 16 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 17 with items: ['0090017100_14062023004991', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 18 with items: ['0090017100_14062023004991', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 19 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 20 with items: ['0090017100_14062023017858', '0090017100_14062023017858', '0090017100_14062023017858']
Stack 21 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 22 with items: ['0090017100_14062023017858', '0090017100_14062023004991', '0090017100_14062023004991']
Stack 23 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 24 with items: ['0090017100_14062023008944', '0090017100_14062023008944', '0090017100_14062023008944']
Stack 25 with items: ['0090017100_14062023004991']
Heuristic packed all stacks
