dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P117215011
Min2DVol: 18.200000000000003 [m2]
Stack 0 with items: ['0090019100_28022023022438', '0090019100_28022023022438', '0090019100_28022023022438']
Stack 1 with items: ['0090019100_28022023022438', '0090019100_28022023022438', '0090019100_28022023022438']
Stack 2 with items: ['0090019100_28022023022438', '0090019100_28022023016174', '0090019100_28022023009421']
Stack 3 with items: ['0090019100_28022023009421', '0090019100_28022023009421', '0090019100_28022023009421']
Stack 4 with items: ['0090019100_28022023009421', '0090019100_28022023009421', '0090019100_28022023009421']
Stack 5 with items: ['0090019100_28022023009421', '0090019100_28022023007896', '0090019100_28022023007896']
Stack 6 with items: ['0090019100_28022023007896', '0090019100_28022023007896', '0090019100_28022023007896']
Stack 7 with items: ['0090019100_28022023007896', '0090019100_28022023007896', '0090019100_28022023007896']
Stack 8 with items: ['0090019100_28022023007896', '0090019100_28022023007896', '0090019100_28022023007896']
Stack 9 with items: ['0090019100_28022023007896', '0090019100_28022023007896', '0090019100_28022023007896']
Stack 10 with items: ['0090019100_28022023007896', '0090019100_28022023003942', '0090019100_28022023003942']
Stack 11 with items: ['0090019100_28022023003942', '0090019100_28022023003942', '0090019100_28022023003942']
Stack 12 with items: ['0090019100_28022023003942', '0090019100_28022023003942', '0090019100_28022023003942']
Stack 13 with items: ['0090019100_28022023003942', '0090019100_28022023003942', '0090019100_28022023003942']
Heuristic packed all stacks
