dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P073398101
Min2DVol: 28.937999999999995 [m2]
Stack 0 with items: ['0090038200_27022023006450', '0090038200_27022023006450', '0090038200_27022023023983']
Stack 1 with items: ['0090038200_27022023006450', '0090038200_27022023006450', '0090038200_27022023006450']
Stack 2 with items: ['0090038200_27022023006450', '0090038200_27022023006450', '0090038200_27022023006450']
Stack 3 with items: ['0090038200_27022023006450', '0090038200_27022023006450', '0090038200_27022023006450']
Stack 4 with items: ['0090038200_27022023008221', '0090038200_27022023026692']
Stack 5 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 6 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 7 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 8 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 9 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 10 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 11 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 12 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Stack 13 with items: ['0090038200_27022023008221', '0090038200_27022023008221']
Heuristic packed all stacks
