dataset: C
instance: TR2
+-----------+
2D Packing Heuristic in Truck P108421805
Min2DVol: 31.254179999999987 [m2]
Stack 0 with items: ['0090017000_28022023004200', '0090017000_28022023002290']
Stack 1 with items: ['0090017000_28022023008408', '0090017000_28022023001216']
Stack 2 with items: ['0090017000_28022023000663', '0090017000_28022023007398']
Stack 3 with items: ['0090017000_28022023011843', '0090017000_28022023011843', '0090017000_28022023011843']
Stack 4 with items: ['0090017000_28022023011843', '0090017000_28022023010934', '0090017000_28022023011843']
Stack 5 with items: ['0090017000_28022023010934', '0090017000_28022023010934', '0090017000_28022023010934']
Stack 6 with items: ['0090017000_28022023010934', '0090017000_28022023010393', '0090017000_28022023010393']
Stack 7 with items: ['0090017000_28022023010393', '0090017000_28022023010393', '0090017000_28022023010393']
Stack 8 with items: ['0090017000_28022023010393', '0090017000_28022023010393', '0090017000_28022023010393']
Stack 9 with items: ['0090017000_28022023010393', '0090017000_28022023010393', '0090017000_28022023010393']
Stack 10 with items: ['0090017000_28022023010393', '0090017000_28022023010393', '0090017000_28022023010393']
Stack 11 with items: ['0090017000_28022023010393', '0090017000_28022023009919', '0090017000_28022023009919']
Stack 12 with items: ['0090017000_28022023009919', '0090017000_28022023009919', '0090017000_28022023009919']
Stack 13 with items: ['0090017000_28022023009919', '0090017000_28022023009919', '0090017000_28022023009919']
Stack 14 with items: ['0090017000_28022023009919', '0090017000_28022023009919', '0090017000_28022023009919']
Stack 15 with items: ['0090017000_28022023009919', '0090017000_28022023006823', '0090017000_28022023006823']
Stack 16 with items: ['0090017000_28022023006823', '0090017000_28022023006823', '0090017000_28022023006823']
Stack 17 with items: ['0090017000_28022023006823', '0090017000_28022023006823', '0090017000_28022023006823']
Stack 18 with items: ['0090017000_28022023006823', '0090017000_28022023006823', '0090017000_28022023006823']
Stack 19 with items: ['0090017000_28022023006823', '0090017000_28022023006823', '0090017000_28022023006823']
Stack 20 with items: ['0090017000_28022023006823', '0090017000_28022023005803', '0090017000_28022023005803']
Stack 21 with items: ['0090017000_28022023005803', '0090017000_28022023005803', '0090017000_28022023005803']
Stack 22 with items: ['0090017000_28022023005803', '0090017000_28022023005803', '0090017000_28022023005803']
Stack 23 with items: ['0090017000_28022023005803', '0090017000_28022023005803', '0090017000_28022023005803']
Stack 24 with items: ['0090017000_28022023005803', '0090017000_28022023002638', '0090017000_28022023002638']
Stack 25 with items: ['0090017000_28022023002638', '0090017000_28022023002638', '0090017000_28022023002638']
Heuristic packed all stacks
