dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P198069107
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0090016900_14062023027037']
Stack 1 with items: ['0090016900_14062023000017']
Stack 2 with items: ['0090016900_14062023038761', '0090016900_14062023038761']
Stack 3 with items: ['0090016900_14062023038761', '0090016900_14062023038761']
Stack 4 with items: ['0090016900_14062023038761', '0090016900_14062023038761']
Stack 5 with items: ['0090016900_14062023038761', '0090016900_14062023038761']
Stack 6 with items: ['0090016900_14062023038761', '0090016900_14062023038761']
Stack 7 with items: ['0090016900_14062023001315', '0090016900_14062023001315']
Stack 8 with items: ['0090016900_14062023001315', '0090016900_14062023001315']
Stack 9 with items: ['0090016900_14062023001315', '0090016900_14062023001315']
Stack 10 with items: ['0090016900_14062023001315', '0090016900_14062023001315']
Stack 11 with items: ['0090016900_14062023001315', '0090016900_14062023001315']
Heuristic packed all stacks
