dataset: C
instance: MT3
+-----------+
2D Packing Heuristic in Truck P110640503
Min2DVol: 30.180599999999988 [m2]
Stack 0 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 1 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 2 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 3 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 4 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 5 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 6 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 7 with items: ['0091017700_28022023003490', '0091017700_28022023003490']
Stack 8 with items: ['0091017700_28022023000912', '0091017700_28022023003490']
Stack 9 with items: ['0091017700_28022023000912']
Stack 10 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 11 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 12 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 13 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 14 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 15 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 16 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 17 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 18 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 19 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 20 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 21 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 22 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 23 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Stack 24 with items: ['0091017700_28022023001870', '0091017700_28022023001870', '0091017700_28022023001870']
Heuristic packed all stacks
