dataset: X
instance: TR2
+-----------+
2D Packing Heuristic in Truck P171421805
Min2DVol: 31.254179999999987 [m2]
Stack 0 with items: ['0090017000_08062023009992', '0090017000_08062023028438']
Stack 1 with items: ['0090017000_08062023040059', '0090017000_08062023031263']
Stack 2 with items: ['0090017000_08062023017674', '0090017000_08062023013788']
Stack 3 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 4 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 5 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 6 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 7 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 8 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 9 with items: ['0090017000_08062023034007', '0090017000_08062023034007', '0090017000_08062023034007']
Stack 10 with items: ['0090017000_08062023034007', '0090017000_08062023031013', '0090017000_08062023031013']
Stack 11 with items: ['0090017000_08062023025620', '0090017000_08062023025620', '0090017000_08062023025620']
Stack 12 with items: ['0090017000_08062023025620', '0090017000_08062023025620', '0090017000_08062023025620']
Stack 13 with items: ['0090017000_08062023025620', '0090017000_08062023025620', '0090017000_08062023025620']
Stack 14 with items: ['0090017000_08062023025620', '0090017000_08062023023927', '0090017000_08062023025620']
Stack 15 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 16 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 17 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 18 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 19 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 20 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 21 with items: ['0090017000_08062023023927', '0090017000_08062023023927', '0090017000_08062023023927']
Stack 22 with items: ['0090017000_08062023023927', '0090017000_08062023020026', '0090017000_08062023020026']
Stack 23 with items: ['0090017000_08062023020026', '0090017000_08062023020026', '0090017000_08062023020026']
Stack 24 with items: ['0090017000_08062023020026', '0090017000_08062023020026', '0090017000_08062023020026']
Stack 25 with items: ['0090017000_08062023020026', '0090017000_08062023018242', '0090017000_08062023020026']
Heuristic packed all stacks
