dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P196335303
Min2DVol: 29.938060000000014 [m2]
Stack 0 with items: ['0090016900_03072022009304', '0090016900_03072022009304', '0090016900_03072022009304']
Stack 1 with items: ['0090016900_03072022003029', '0090016900_03072022003029', '0090016900_03072022003029']
Stack 2 with items: ['0090016900_03072022009304', '0090016900_03072022009304', '0090016900_03072022009304']
Stack 3 with items: ['0090016900_03072022003029', '0090016900_03072022003029', '0090016900_03072022003029']
Stack 4 with items: ['0090016900_03072022006668', '0090016900_03072022006668']
Stack 5 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 6 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 7 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 8 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 9 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 10 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 11 with items: ['0090016900_03072022004973', '0090016900_03072022004973']
Stack 12 with items: ['0090016900_03072022004973', '0090016900_03072022004868']
Stack 13 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 14 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 15 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 16 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 17 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 18 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 19 with items: ['0090016900_03072022004868', '0090016900_03072022004868']
Stack 20 with items: ['0090016900_03072022010240', '0090016900_03072022010240']
Heuristic packed all stacks
