dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P231055905
Min2DVol: 23.046000000000003 [m2]
Stack 0 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022008756']
Stack 1 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 2 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 3 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 4 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 5 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 6 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 7 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 8 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 9 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 10 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Stack 11 with items: ['0090017100_03072022001960', '0090017100_03072022001960', '0090017100_03072022001960']
Heuristic packed all stacks
