dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P206069003
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0090016900_08062023010274']
Stack 1 with items: ['0090016900_08062023010274']
Stack 2 with items: ['0090016900_08062023039151', '0090016900_08062023039151']
Stack 3 with items: ['0090016900_08062023039151', '0090016900_08062023039151']
Stack 4 with items: ['0090016900_08062023039151', '0090016900_08062023039151']
Stack 5 with items: ['0090016900_08062023039151', '0090016900_08062023039151']
Stack 6 with items: ['0090016900_08062023020452', '0090016900_08062023020452']
Stack 7 with items: ['0090016900_08062023020452', '0090016900_08062023020452']
Stack 8 with items: ['0090016900_08062023020452', '0090016900_08062023020452']
Stack 9 with items: ['0090016900_08062023020452', '0090016900_08062023020452']
Stack 10 with items: ['0090016900_08062023020452', '0090016900_08062023020452']
Stack 11 with items: ['0090016900_08062023015295', '0090016900_08062023015295']
Heuristic packed all stacks
