dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P095056103
Min2DVol: 31.342987500000028 [m2]
Stack 0 with items: ['0090017100_28022023020826', '0090017100_28022023020826']
Stack 1 with items: ['0090017100_28022023020634', '0090017100_28022023005343', '0090017100_28022023020634']
Stack 2 with items: ['0090017100_28022023002269', '0090017100_28022023018783', '0090017100_28022023028943']
Stack 3 with items: ['0090017100_28022023020279', '0090017100_28022023013679', '0090017100_28022023020279']
Stack 4 with items: ['0090017100_28022023026509', '0090017100_28022023026509']
Stack 5 with items: ['0090017100_28022023016540', '0090017100_28022023021944', '0090017100_28022023028540']
Stack 6 with items: ['0090017100_28022023002524', '0090017100_28022023000256']
Stack 7 with items: ['0090017100_28022023028240', '0090017100_28022023010375', '0090017100_28022023010375']
Stack 8 with items: ['0090017100_28022023014664', '0090017100_28022023020826']
Stack 9 with items: ['0090017100_28022023022107', '0090017100_28022023020279']
Stack 10 with items: ['0090017100_28022023017507', '0090017100_28022023003408']
Stack 11 with items: ['0090017100_28022023009922', '0090017100_28022023009922', '0090017100_28022023010565']
Stack 12 with items: ['0090017100_28022023009922', '0090017100_28022023001678', '0090017100_28022023001678']
Stack 13 with items: ['0090017100_28022023027422', '0090017100_28022023010565', '0090017100_28022023010565']
Stack 14 with items: ['0090017100_28022023009922', '0090017100_28022023001678', '0090017100_28022023001678']
Stack 15 with items: ['0090017100_28022023009922', '0090017100_28022023009922', '0090017100_28022023009922']
Stack 16 with items: ['0090017100_28022023028211', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 17 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 18 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 19 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 20 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 21 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 22 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 23 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 24 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 25 with items: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 26 with items: ['0090017100_28022023022660', '0090017100_28022023022470', '0090017100_28022023020154']
Stack 27 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 28 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 29 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 30 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 31 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 32 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 33 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 34 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 35 with items: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 36 with items: ['0090017100_28022023020154', '0090017100_28022023018652', '0090017100_28022023020154']
Stack 37 with items: ['0090017100_28022023018652', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 38 with items: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 39 with items: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 40 with items: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 41 with items: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 42 with items: ['0090017100_28022023017390', '0090017100_28022023015266', '0090017100_28022023017390']
Stack 43 with items: ['0090017100_28022023015266', '0090017100_28022023015266', '0090017100_28022023015266']
Stack 44 with items: ['0090017100_28022023015266', '0090017100_28022023015266', '0090017100_28022023015266']
Stack 45 with items: ['0090017100_28022023014266', '0090017100_28022023006951', '0090017100_28022023014266']
Stack 46 with items: ['0090017100_28022023003040', '0090017100_28022023003040', '0090017100_28022023003040']
Stack 47 with items: ['0090017100_28022023003040', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 48 with items: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 49 with items: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 50 with items: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 51 with items: ['0090017100_28022023002456', '0090017100_28022023002365', '0090017100_28022023002365']
Stacks not packed:
Stack 16 missing: ['0090017100_28022023028211', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 17 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 18 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 19 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 20 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 21 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 22 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 23 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 24 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 25 missing: ['0090017100_28022023022660', '0090017100_28022023022660', '0090017100_28022023022660']
Stack 27 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 28 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 29 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 30 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 31 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 32 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 33 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 34 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 35 missing: ['0090017100_28022023020154', '0090017100_28022023020154', '0090017100_28022023020154']
Stack 38 missing: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 39 missing: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 40 missing: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 41 missing: ['0090017100_28022023017390', '0090017100_28022023017390', '0090017100_28022023017390']
Stack 48 missing: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 49 missing: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
Stack 50 missing: ['0090017100_28022023002456', '0090017100_28022023002456', '0090017100_28022023002456']
