dataset: B
instance: BU2
+-----------+
2D Packing Heuristic in Truck P326424501
Min2DVol: 13.199999999999998 [m2]
Stack 0 with items: ['0090014400_26102022001770', '0090014400_26102022001770']
Stack 1 with items: ['0090014400_26102022001441', '0090014400_26102022001441']
Stack 2 with items: ['0090014400_26102022000596', '0090014400_26102022000596']
Stack 3 with items: ['0090014400_26102022000596', '0090014400_26102022000596']
Stack 4 with items: ['0090014400_26102022000596', '0090014400_26102022000596']
Stack 5 with items: ['0090014400_26102022000596', '0090014400_26102022000596']
Stack 6 with items: ['0090014400_26102022000596', '0090014400_26102022000435']
Stack 7 with items: ['0090014400_26102022000435', '0090014400_26102022000435']
Stack 8 with items: ['0090014400_26102022000435', '0090014400_26102022000435']
Stack 9 with items: ['0090014400_26102022000435', '0090014400_26102022000435']
Stack 10 with items: ['0090014400_26102022000435', '0090014400_26102022000435']
Heuristic packed all stacks
