dataset: X
instance: RM3
+-----------+
2D Packing Heuristic in Truck P202391311
Min2DVol: 28.632239999999996 [m2]
Stack 0 with items: ['0090038200_08062023002851', '0090038200_08062023001683']
Stack 1 with items: ['0090038200_08062023025329', '0090038200_08062023004882']
Stack 2 with items: ['0090038200_08062023025329', '0090038200_08062023014959']
Stack 3 with items: ['0090038200_08062023010157', '0090038200_08062023010693']
Stack 4 with items: ['0090038200_08062023029158', '0090038200_08062023028124', '0090038200_08062023028124']
Stack 5 with items: ['0090038200_08062023028124', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 6 with items: ['0090038200_08062023021898', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 7 with items: ['0090038200_08062023021898', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 8 with items: ['0090038200_08062023021898', '0090038200_08062023014484', '0090038200_08062023014484']
Stack 9 with items: ['0090038200_08062023014484', '0090038200_08062023014484', '0090038200_08062023014484']
Stack 10 with items: ['0090038200_08062023014484', '0090038200_08062023014484', '0090038200_08062023014484']
Stack 11 with items: ['0090038200_08062023014484', '0090038200_08062023011916', '0090038200_08062023014484']
Stack 12 with items: ['0090038200_08062023011916', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 13 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 14 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 15 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 16 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 17 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 18 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 19 with items: ['0090038200_08062023013500', '0090038200_08062023026198', '0090038200_08062023026198']
Stack 20 with items: ['0090038200_08062023026198', '0090038200_08062023026198', '0090038200_08062023026198']
Stack 21 with items: ['0090038200_08062023006407', '0090038200_08062023006407', '0090038200_08062023006407']
Heuristic packed all stacks
