dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P089277401
Min2DVol: 23.143140000000002 [m2]
Stack 0 with items: ['0090017000_28022023011581', '0090017000_28022023006284', '0090017000_28022023011581']
Stack 1 with items: ['0090017000_28022023011240', '0090017000_28022023011240']
Stack 2 with items: ['0090017000_28022023011240', '0090017000_28022023011240']
Stack 3 with items: ['0090017000_28022023011240', '0090017000_28022023011240']
Stack 4 with items: ['0090017000_28022023011240', '0090017000_28022023010363']
Stack 5 with items: ['0090017000_28022023010363', '0090017000_28022023010363']
Stack 6 with items: ['0090017000_28022023010363', '0090017000_28022023010363']
Stack 7 with items: ['0090017000_28022023010363', '0090017000_28022023010363']
Stack 8 with items: ['0090017000_28022023010361', '0090017000_28022023010361']
Stack 9 with items: ['0090017000_28022023010361', '0090017000_28022023010361']
Stack 10 with items: ['0090017000_28022023010361', '0090017000_28022023010361']
Stack 11 with items: ['0090017000_28022023006327', '0090017000_28022023006327']
Stack 12 with items: ['0090017000_28022023006327', '0090017000_28022023006327']
Stack 13 with items: ['0090017000_28022023006327', '0090017000_28022023006327']
Stack 14 with items: ['0090017000_28022023006327', '0090017000_28022023006327']
Stack 15 with items: ['0090017000_28022023005345', '0090017000_28022023000096']
Stack 16 with items: ['0090017000_28022023000096', '0090017000_28022023000096']
Stack 17 with items: ['0090017000_28022023000096', '0090017000_28022023000096']
Stack 18 with items: ['0090017000_28022023000096', '0090017000_28022023000096']
Heuristic packed all stacks
