dataset: X
instance: RM4
+-----------+
2D Packing Heuristic in Truck P186391205
Min2DVol: 30.064 [m2]
Stack 0 with items: ['0090038200_14062023014709', '0090038200_14062023014709', '0090038200_14062023014709']
Stack 1 with items: ['0090038200_14062023014709', '0090038200_14062023014709', '0090038200_14062023014709']
Stack 2 with items: ['0090038200_14062023014709', '0090038200_14062023014709', '0090038200_14062023014709']
Stack 3 with items: ['0090038200_14062023014709', '0090038200_14062023014709', '0090038200_14062023014709']
Stack 4 with items: ['0090038200_14062023017993', '0090038200_14062023014709', '0090038200_14062023017993']
Stack 5 with items: ['0090038200_14062023001188']
Stack 6 with items: ['0090038200_14062023023979', '0090038200_14062023014721']
Stack 7 with items: ['0090038200_14062023014721', '0090038200_14062023014721']
Stack 8 with items: ['0090038200_14062023014721', '0090038200_14062023014721']
Stack 9 with items: ['0090038200_14062023014721', '0090038200_14062023014721']
Stack 10 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 11 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 12 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 13 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 14 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 15 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 16 with items: ['0090038200_14062023005832', '0090038200_14062023005832']
Stack 17 with items: ['0090038200_14062023009403', '0090038200_14062023009403']
Heuristic packed all stacks
