dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P209449405
Min2DVol: 31.754182500000013 [m2]
Stack 0 with items: ['0090016800_08062023030751', '0090016800_08062023000773']
Stack 1 with items: ['0090016800_08062023004793', '0090016800_08062023004303']
Stack 2 with items: ['0090016800_08062023015394', '0090016800_08062023009709']
Stack 3 with items: ['0090016800_08062023018141', '0090016800_08062023017878']
Stack 4 with items: ['0090016800_08062023026955', '0090016800_08062023020288']
Stack 5 with items: ['0090016800_08062023049808', '0090016800_08062023047666']
Stack 6 with items: ['0090016800_08062023030751']
Stack 7 with items: ['0090016800_08062023008227', '0090016800_08062023008227']
Stack 8 with items: ['0090016800_08062023008227', '0090016800_08062023008227']
Stack 9 with items: ['0090016800_08062023008227', '0090016800_08062023018941']
Stack 10 with items: ['0090016800_08062023003776', '0090016800_08062023008227']
Stack 11 with items: ['0090016800_08062023003776', '0090016800_08062023001742']
Stack 12 with items: ['0090016800_08062023017310', '0090016800_08062023017310']
Stack 13 with items: ['0090016800_08062023028260', '0090016800_08062023018941']
Stack 14 with items: ['0090016800_08062023041447', '0090016800_08062023002785']
Stack 15 with items: ['0090016800_08062023003776', '0090016800_08062023003776']
Stack 16 with items: ['0090016800_08062023001742', '0090016800_08062023031623']
Stack 17 with items: ['0090016800_08062023003776', '0090016800_08062023024958']
Stack 18 with items: ['0090016800_08062023003776', '0090016800_08062023003776']
Stack 19 with items: ['0090016800_08062023030040', '0090016800_08062023030040']
Stack 20 with items: ['0090016800_08062023008227', '0090016800_08062023008227']
Stack 21 with items: ['0090016800_08062023031623', '0090016800_08062023031540']
Stack 22 with items: ['0090016800_08062023044562', '0090016800_08062023044562', '0090016800_08062023044562']
Stack 23 with items: ['0090016800_08062023044562', '0090016800_08062023044562', '0090016800_08062023044562']
Stack 24 with items: ['0090016800_08062023042161', '0090016800_08062023042161', '0090016800_08062023042161']
Stack 25 with items: ['0090016800_08062023042161', '0090016800_08062023042161', '0090016800_08062023042161']
Stack 26 with items: ['0090016800_08062023042161', '0090016800_08062023036478', '0090016800_08062023036478']
Stack 27 with items: ['0090016800_08062023036478', '0090016800_08062023036478', '0090016800_08062023036478']
Stack 28 with items: ['0090016800_08062023036478', '0090016800_08062023030960', '0090016800_08062023030960']
Stack 29 with items: ['0090016800_08062023030960', '0090016800_08062023027695', '0090016800_08062023030960']
Stack 30 with items: ['0090016800_08062023027695', '0090016800_08062023024240', '0090016800_08062023027695']
Stack 31 with items: ['0090016800_08062023021561', '0090016800_08062023021561', '0090016800_08062023021561']
Stack 32 with items: ['0090016800_08062023021561', '0090016800_08062023020584', '0090016800_08062023021561']
Stack 33 with items: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 34 with items: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 35 with items: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 36 with items: ['0090016800_08062023009576', '0090016800_08062023002132', '0090016800_08062023002132']
Stack 37 with items: ['0090016800_08062023002132', '0090016800_08062023002132', '0090016800_08062023002132']
Stack 38 with items: ['0090016800_08062023025571', '0090016800_08062023014457', '0090016800_08062023014457']
Stack 39 with items: ['0090016800_08062023025571', '0090016800_08062023025571', '0090016800_08062023025571']
Stack 40 with items: ['0090016800_08062023012475', '0090016800_08062023012475', '0090016800_08062023014457']
Stack 41 with items: ['0090016800_08062023006535', '0090016800_08062023021056', '0090016800_08062023033974']
Stack 42 with items: ['0090016800_08062023033974', '0090016800_08062023025571', '0090016800_08062023021056']
Stacks not packed:
Stack 18 missing: ['0090016800_08062023003776', '0090016800_08062023003776']
Stack 19 missing: ['0090016800_08062023030040', '0090016800_08062023030040']
Stack 24 missing: ['0090016800_08062023042161', '0090016800_08062023042161', '0090016800_08062023042161']
Stack 25 missing: ['0090016800_08062023042161', '0090016800_08062023042161', '0090016800_08062023042161']
Stack 26 missing: ['0090016800_08062023042161', '0090016800_08062023036478', '0090016800_08062023036478']
Stack 27 missing: ['0090016800_08062023036478', '0090016800_08062023036478', '0090016800_08062023036478']
Stack 28 missing: ['0090016800_08062023036478', '0090016800_08062023030960', '0090016800_08062023030960']
Stack 29 missing: ['0090016800_08062023030960', '0090016800_08062023027695', '0090016800_08062023030960']
Stack 30 missing: ['0090016800_08062023027695', '0090016800_08062023024240', '0090016800_08062023027695']
Stack 31 missing: ['0090016800_08062023021561', '0090016800_08062023021561', '0090016800_08062023021561']
Stack 32 missing: ['0090016800_08062023021561', '0090016800_08062023020584', '0090016800_08062023021561']
Stack 33 missing: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 34 missing: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 35 missing: ['0090016800_08062023009576', '0090016800_08062023009576', '0090016800_08062023009576']
Stack 36 missing: ['0090016800_08062023009576', '0090016800_08062023002132', '0090016800_08062023002132']
Stack 37 missing: ['0090016800_08062023002132', '0090016800_08062023002132', '0090016800_08062023002132']
Stack 38 missing: ['0090016800_08062023025571', '0090016800_08062023014457', '0090016800_08062023014457']
Stack 39 missing: ['0090016800_08062023025571', '0090016800_08062023025571', '0090016800_08062023025571']
