dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P174066701
Min2DVol: 32.41284000000002 [m2]
Stack 0 with items: ['0090016900_08062023000567', '0090016900_08062023000567', '0090016900_08062023000567']
Stack 1 with items: ['0090016900_08062023018018', '0090016900_08062023000567', '0090016900_08062023018018']
Stack 2 with items: ['0090016900_08062023000567', '0090016900_08062023000567', '0090016900_08062023018018']
Stack 3 with items: ['0090016900_08062023011305', '0090016900_08062023011305', '0090016900_08062023018018']
Stack 4 with items: ['0090016900_08062023011305', '0090016900_08062023018018', '0090016900_08062023018018']
Stack 5 with items: ['0090016900_08062023036194', '0090016900_08062023018018', '0090016900_08062023000567']
Stack 6 with items: ['0090016900_08062023018018', '0090016900_08062023018018', '0090016900_08062023018018']
Stack 7 with items: ['0090016900_08062023000567', '0090016900_08062023000567', '0090016900_08062023035394']
Stack 8 with items: ['0090016900_08062023037042', '0090016900_08062023037042']
Stack 9 with items: ['0090016900_08062023035588', '0090016900_08062023034564']
Stack 10 with items: ['0090016900_08062023034564', '0090016900_08062023034564']
Stack 11 with items: ['0090016900_08062023034564', '0090016900_08062023026488']
Stack 12 with items: ['0090016900_08062023026488', '0090016900_08062023026488']
Stack 13 with items: ['0090016900_08062023024662', '0090016900_08062023024662']
Stack 14 with items: ['0090016900_08062023024662', '0090016900_08062023024662']
Stack 15 with items: ['0090016900_08062023016686', '0090016900_08062023016686']
Stack 16 with items: ['0090016900_08062023016686', '0090016900_08062023016686']
Stack 17 with items: ['0090016900_08062023016686', '0090016900_08062023016073']
Stack 18 with items: ['0090016900_08062023016073', '0090016900_08062023016073']
Stack 19 with items: ['0090016900_08062023016073', '0090016900_08062023016073']
Stack 20 with items: ['0090016900_08062023007154', '0090016900_08062023007154']
Stack 21 with items: ['0090016900_08062023007154', '0090016900_08062023007154']
Heuristic packed all stacks
