dataset: X
instance: SA7
+-----------+
2D Packing Heuristic in Truck P188056201
Min2DVol: 26.54447999999999 [m2]
Stack 0 with items: ['0090017100_14062023028006', '0090017100_14062023028006']
Stack 1 with items: ['0090017100_14062023027942', '0090017100_14062023027942']
Stack 2 with items: ['0090017100_14062023015856', '0090017100_14062023015856']
Stack 3 with items: ['0090017100_14062023013905', '0090017100_14062023013905']
Stack 4 with items: ['0090017100_14062023013905', '0090017100_14062023012601']
Stack 5 with items: ['0090017100_14062023012601', '0090017100_14062023002233']
Stack 6 with items: ['0090017100_14062023002233', '0090017100_14062023002233']
Stack 7 with items: ['0090017100_14062023001223']
Stack 8 with items: ['0090017100_14062023027806', '0090017100_14062023024892', '0090017100_14062023003464']
Stack 9 with items: ['0090017100_14062023027806', '0090017100_14062023015484', '0090017100_14062023027806']
Stack 10 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 11 with items: ['0090017100_14062023003464', '0090017100_14062023003464', '0090017100_14062023003464']
Stack 12 with items: ['0090017100_14062023027806', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 13 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 14 with items: ['0090017100_14062023027806', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 15 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 16 with items: ['0090017100_14062023027806', '0090017100_14062023027806', '0090017100_14062023027806']
Stack 17 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023015484']
Stack 18 with items: ['0090017100_14062023003464', '0090017100_14062023003464', '0090017100_14062023003464']
Stack 19 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023027806']
Stack 20 with items: ['0090017100_14062023003464', '0090017100_14062023003464', '0090017100_14062023003464']
Stack 21 with items: ['0090017100_14062023015484', '0090017100_14062023015484', '0090017100_14062023015484']
Heuristic packed all stacks
