dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P087338901
Min2DVol: 33.83477999999999 [m2]
Stack 0 with items: ['0090017100_27022023032184', '0090017100_27022023031102', '0090017100_27022023032184']
Stack 1 with items: ['0090017100_27022023032184', '0090017100_27022023010989', '0090017100_27022023010989', '0090017100_27022023031102', '0090017100_27022023010989']
Stack 2 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 3 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 4 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 5 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 6 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 7 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 8 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 9 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 10 with items: ['0090017100_27022023017803', '0090017100_27022023017803']
Stack 11 with items: ['0090017100_27022023010989', '0090017100_27022023007007', '0090017100_27022023007007', '0090017100_27022023007007', '0090017100_27022023007007', '0090017100_27022023007892', '0090017100_27022023006433']
Stack 12 with items: ['0090017100_27022023006433', '0090017100_27022023000946', '0090017100_27022023000946', '0090017100_27022023006433', '0090017100_27022023006433']
Stack 13 with items: ['0090017100_27022023018256', '0090017100_27022023018256']
Stack 14 with items: ['0090017100_27022023012216', '0090017100_27022023012216']
Stack 15 with items: ['0090017100_27022023029209', '0090017100_27022023027172']
Stack 16 with items: ['0090017100_27022023027172', '0090017100_27022023028471']
Stack 17 with items: ['0090017100_27022023012216', '0090017100_27022023029209']
Stack 18 with items: ['0090017100_27022023012216', '0090017100_27022023012216']
Stack 19 with items: ['0090017100_27022023021343', '0090017100_27022023021343']
Stack 20 with items: ['0090017100_27022023021343', '0090017100_27022023021343']
Stack 21 with items: ['0090017100_27022023017766', '0090017100_27022023017766']
Stack 22 with items: ['0090017100_27022023017766', '0090017100_27022023017766']
Stack 23 with items: ['0090017100_27022023033147', '0090017100_27022023021343']
Stack 24 with items: ['0090017100_27022023021343', '0090017100_27022023021343']
Stack 25 with items: ['0090017100_27022023029209', '0090017100_27022023033147']
Stack 26 with items: ['0090017100_27022023027172', '0090017100_27022023028471']
Stack 27 with items: ['0090017100_27022023027172', '0090017100_27022023027172']
Stacks not packed:
Stack 13 missing: ['0090017100_27022023018256', '0090017100_27022023018256']
Stack 14 missing: ['0090017100_27022023012216', '0090017100_27022023012216']
Stack 16 missing: ['0090017100_27022023027172', '0090017100_27022023028471']
Stack 18 missing: ['0090017100_27022023012216', '0090017100_27022023012216']
Stack 19 missing: ['0090017100_27022023021343', '0090017100_27022023021343']
