dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P325234101
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0090017100_26102022006197', '0090017100_26102022006197', '0090017100_26102022006197']
Stack 1 with items: ['0090017100_26102022006197', '0090017100_26102022006197', '0090017100_26102022006197']
Stack 2 with items: ['0090017100_26102022006197', '0090017100_26102022006197', '0090017100_26102022006197']
Stack 3 with items: ['0090017100_26102022006197', '0090017100_26102022006197', '0090017100_26102022006197']
Stack 4 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 5 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 6 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 7 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 8 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 9 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 10 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 11 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 12 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 13 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 14 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Stack 15 with items: ['0090017100_26102022000993', '0090017100_26102022000993', '0090017100_26102022000993']
Heuristic packed all stacks
