dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P192069111
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0090016900_14062023039364']
Stack 1 with items: ['0090016900_14062023002610']
Stack 2 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 3 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 4 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 5 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 6 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 7 with items: ['0090016900_14062023043999', '0090016900_14062023043999']
Stack 8 with items: ['0090016900_14062023032731', '0090016900_14062023032731']
Stack 9 with items: ['0090016900_14062023027385', '0090016900_14062023027385']
Stack 10 with items: ['0090016900_14062023027385', '0090016900_14062023027385']
Stack 11 with items: ['0090016900_14062023027385', '0090016900_14062023027385']
Stack 12 with items: ['0090016900_14062023027385', '0090016900_14062023027385']
Stack 13 with items: ['0090016900_14062023027385', '0090016900_14062023027385']
Heuristic packed all stacks
