dataset: C
instance: CA3
+-----------+
2D Packing Heuristic in Truck P096416303
Min2DVol: 15.599999999999996 [m2]
Stack 0 with items: ['0090012500_28022023001028', '0090012500_28022023001287']
Stack 1 with items: ['0090012500_28022023001028', '0090012500_28022023001287']
Stack 2 with items: ['0090012500_28022023000870', '0090012500_28022023000197']
Stack 3 with items: ['0090012500_28022023000870', '0090012500_28022023000197']
Stack 4 with items: ['0090012500_28022023001282', '0090012500_28022023001282']
Stack 5 with items: ['0090012500_28022023001282', '0090012500_28022023001282']
Stack 6 with items: ['0090012500_28022023001282', '0090012500_28022023001282']
Stack 7 with items: ['0090012500_28022023000807', '0090012500_28022023000807']
Stack 8 with items: ['0090012500_28022023000807', '0090012500_28022023000807']
Stack 9 with items: ['0090012500_28022023000807', '0090012500_28022023000035']
Stack 10 with items: ['0090012500_28022023000035', '0090012500_28022023000035']
Stack 11 with items: ['0090012500_28022023000035', '0090012500_28022023000035']
Stack 12 with items: ['0090012500_28022023000035', '0090012500_28022023000035']
Heuristic packed all stacks
