dataset: X
instance: MT2
+-----------+
2D Packing Heuristic in Truck P171574901
Min2DVol: 32.47223999999999 [m2]
Stack 0 with items: ['0091017700_08062023005982']
Stack 1 with items: ['0091017700_08062023005982']
Stack 2 with items: ['0091017700_08062023005872']
Stack 3 with items: ['0091017700_08062023005872']
Stack 4 with items: ['0091017700_08062023005745', '0091017700_08062023005745', '0091017700_08062023005745']
Stack 5 with items: ['0091017700_08062023005745', '0091017700_08062023003863', '0091017700_08062023003863']
Stack 6 with items: ['0091017700_08062023005021', '0091017700_08062023005021', '0091017700_08062023005021']
Stack 7 with items: ['0091017700_08062023005021', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 8 with items: ['0091017700_08062023004863', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 9 with items: ['0091017700_08062023004863', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 10 with items: ['0091017700_08062023004863', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 11 with items: ['0091017700_08062023004863', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 12 with items: ['0091017700_08062023004863', '0091017700_08062023004863', '0091017700_08062023004863']
Stack 13 with items: ['0091017700_08062023004294', '0091017700_08062023004294', '0091017700_08062023004294']
Stack 14 with items: ['0091017700_08062023004294', '0091017700_08062023004294', '0091017700_08062023004294']
Stack 15 with items: ['0091017700_08062023004294', '0091017700_08062023001554', '0091017700_08062023004294']
Stack 16 with items: ['0091017700_08062023003863', '0091017700_08062023001612', '0091017700_08062023001612']
Stack 17 with items: ['0091017700_08062023002266']
Stack 18 with items: ['0091017700_08062023001612', '0091017700_08062023001612', '0091017700_08062023001612']
Stack 19 with items: ['0091017700_08062023001554', '0091017700_08062023001554', '0091017700_08062023001554']
Stack 20 with items: ['0091017700_08062023001554', '0091017700_08062023001554', '0091017700_08062023001554']
Stack 21 with items: ['0091017700_08062023001554', '0091017700_08062023000181', '0091017700_08062023001554']
Stack 22 with items: ['0091017700_08062023000181', '0091017700_08062023000181', '0091017700_08062023000181']
Stack 23 with items: ['0091017700_08062023002846', '0091017700_08062023002846', '0091017700_08062023002846']
Stack 24 with items: ['0091017700_08062023001557', '0091017700_08062023001557', '0091017700_08062023004313']
Stack 25 with items: ['0091017700_08062023002846', '0091017700_08062023002846', '0091017700_08062023002846']
Stack 26 with items: ['0091017700_08062023004313', '0091017700_08062023001557', '0091017700_08062023004313']
Stacks not packed:
Stack 6 missing: ['0091017700_08062023005021', '0091017700_08062023005021', '0091017700_08062023005021']
