dataset: X
instance: CI7
+-----------+
2D Packing Heuristic in Truck P186414101
Min2DVol: 29.99999999999999 [m2]
Stack 0 with items: ['0090016800_14062023000786', '0090016800_14062023010631', '0090016800_14062023042635']
Stack 1 with items: ['0090016800_14062023034601', '0090016800_14062023015505', '0090016800_14062023015505']
Stack 2 with items: ['0090016800_14062023011498', '0090016800_14062023011498', '0090016800_14062023011498']
Stack 3 with items: ['0090016800_14062023034601', '0090016800_14062023034601']
Stack 4 with items: ['0090016800_14062023040078', '0090016800_14062023037945']
Stack 5 with items: ['0090016800_14062023037945', '0090016800_14062023037945']
Stack 6 with items: ['0090016800_14062023037945', '0090016800_14062023037945']
Stack 7 with items: ['0090016800_14062023037945', '0090016800_14062023037945']
Stack 8 with items: ['0090016800_14062023033116', '0090016800_14062023033116']
Stack 9 with items: ['0090016800_14062023033116', '0090016800_14062023033116']
Stack 10 with items: ['0090016800_14062023026911', '0090016800_14062023022678']
Stack 11 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 12 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 13 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 14 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 15 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 16 with items: ['0090016800_14062023022678', '0090016800_14062023022678']
Stack 17 with items: ['0090016800_14062023022678', '0090016800_14062023021061']
Stack 18 with items: ['0090016800_14062023021061', '0090016800_14062023021061']
Stack 19 with items: ['0090016800_14062023021061', '0090016800_14062023021061']
Stack 20 with items: ['0090016800_14062023020755', '0090016800_14062023004039']
Stack 21 with items: ['0090016800_14062023004039', '0090016800_14062023004039']
Stack 22 with items: ['0090016800_14062023043923', '0090016800_14062023043923']
Stack 23 with items: ['0090016800_14062023008874', '0090016800_14062023008872']
Stack 24 with items: ['0090016800_14062023016711', '0090016800_14062023016711']
Heuristic packed all stacks
