dataset: C
instance: PA3
+-----------+
2D Packing Heuristic in Truck P076547301
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0091017200_28022023030556', '0091017200_28022023030556']
Stack 1 with items: ['0091017200_28022023030556', '0091017200_28022023030556']
Stack 2 with items: ['0091017200_28022023030556', '0091017200_28022023016955']
Stack 3 with items: ['0091017200_28022023016955', '0091017200_28022023016955']
Stack 4 with items: ['0091017200_28022023016955', '0091017200_28022023016955']
Stack 5 with items: ['0091017200_28022023004544', '0091017200_28022023004544']
Stack 6 with items: ['0091017200_28022023004544', '0091017200_28022023004544']
Stack 7 with items: ['0091017200_28022023004544', '0091017200_28022023001373']
Stack 8 with items: ['0091017200_28022023001373', '0091017200_28022023001373']
Stack 9 with items: ['0091017200_28022023001373', '0091017200_28022023001373']
Stack 10 with items: ['0091017200_28022023003523', '0091017200_28022023003560']
Heuristic packed all stacks
