dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P080041115
Min2DVol: 27.84 [m2]
Stack 0 with items: ['0090019100_27022023021886', '0090019100_27022023018411', '0090019100_27022023018411', '0090019100_27022023018411', '0090019100_27022023021886']
Stack 1 with items: ['0090019100_27022023006403', '0090019100_27022023006403', '0090019100_27022023006403', '0090019100_27022023006403', '0090019100_27022023021886']
Stack 2 with items: ['0090019100_27022023021886', '0090019100_27022023006588', '0090019100_27022023006588', '0090019100_27022023006588', '0090019100_27022023021886']
Stack 3 with items: ['0090019100_27022023006403']
Stack 4 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 5 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 6 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 7 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 8 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 9 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 10 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 11 with items: ['0090019100_27022023021757', '0090019100_27022023021757']
Stack 12 with items: ['0090019100_27022023009705', '0090019100_27022023009705']
Stack 13 with items: ['0090019100_27022023009223', '0090019100_27022023009223']
Stack 14 with items: ['0090019100_27022023008241', '0090019100_27022023008241']
Stack 15 with items: ['0090019100_27022023008241', '0090019100_27022023008241']
Heuristic packed all stacks
