dataset: X
instance: CI
+-----------+
2D Packing Heuristic in Truck P189447859
Min2DVol: 31.30477799999999 [m2]
Stack 0 with items: ['0090016800_08062023003306', '0090016800_08062023003306', '0090016800_08062023003306', '0090016800_08062023003306']
Stack 1 with items: ['0090016800_08062023019165', '0090016800_08062023019165', '0090016800_08062023033522', '0090016800_08062023033522']
Stack 2 with items: ['0090016800_08062023016872', '0090016800_08062023016872', '0090016800_08062023016872', '0090016800_08062023016872']
Stack 3 with items: ['0090016800_08062023033522', '0090016800_08062023024362', '0090016800_08062023024362', '0090016800_08062023024362']
Stack 4 with items: ['0090016800_08062023040687', '0090016800_08062023040687', '0090016800_08062023040687', '0090016800_08062023040687']
Stack 5 with items: ['0090016800_08062023033522', '0090016800_08062023019165', '0090016800_08062023019165', '0090016800_08062023033522']
Stack 6 with items: ['0090016800_08062023049044', '0090016800_08062023044730', '0090016800_08062023049044']
Stack 7 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 8 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 9 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 10 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 11 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 12 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 13 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 14 with items: ['0090016800_08062023044730', '0090016800_08062023044730', '0090016800_08062023044730']
Stack 15 with items: ['0090016800_08062023044730', '0090016800_08062023036385', '0090016800_08062023036385']
Stack 16 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 17 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 18 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 19 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 20 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 21 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 22 with items: ['0090016800_08062023031605', '0090016800_08062023031605', '0090016800_08062023031605']
Stack 23 with items: ['0090016800_08062023031605', '0090016800_08062023029609', '0090016800_08062023031605']
Stack 24 with items: ['0090016800_08062023029609', '0090016800_08062023024882', '0090016800_08062023029609']
Stack 25 with items: ['0090016800_08062023024882', '0090016800_08062023021443', '0090016800_08062023021443']
Heuristic packed all stacks
