dataset: B
instance: VA
+-----------+
2D Packing Heuristic in Truck P311512501
Min2DVol: 29.23344000000001 [m2]
Stack 0 with items: ['0091017300_26102022014333', '0091017300_26102022014333']
Stack 1 with items: ['0091017300_26102022014333', '0091017300_26102022014333']
Stack 2 with items: ['0091017300_26102022014333', '0091017300_26102022014142']
Stack 3 with items: ['0091017300_26102022014142', '0091017300_26102022014142']
Stack 4 with items: ['0091017300_26102022014142', '0091017300_26102022014142']
Stack 5 with items: ['0091017300_26102022014142', '0091017300_26102022012631']
Stack 6 with items: ['0091017300_26102022008140', '0091017300_26102022008140']
Stack 7 with items: ['0091017300_26102022008140', '0091017300_26102022008140']
Stack 8 with items: ['0091017300_26102022008140', '0091017300_26102022006819']
Stack 9 with items: ['0091017300_26102022006819', '0091017300_26102022006819']
Stack 10 with items: ['0091017300_26102022006819', '0091017300_26102022006819']
Stack 11 with items: ['0091017300_26102022006819', '0091017300_26102022006819']
Stack 12 with items: ['0091017300_26102022006819', '0091017300_26102022006819']
Stack 13 with items: ['0091017300_26102022006819', '0091017300_26102022005687']
Stack 14 with items: ['0091017300_26102022005687', '0091017300_26102022005687']
Stack 15 with items: ['0091017300_26102022005687', '0091017300_26102022004031']
Stack 16 with items: ['0091017300_26102022001475', '0091017300_26102022001475']
Stack 17 with items: ['0091017300_26102022001475', '0091017300_26102022001475']
Stack 18 with items: ['0091017300_26102022001475', '0091017300_26102022001475']
Stack 19 with items: ['0091017300_26102022001475', '0091017300_26102022001475']
Stack 20 with items: ['0091017300_26102022001475', '0091017300_26102022001475']
Stack 21 with items: ['0091017300_26102022002225', '0091017300_26102022002225']
Stack 22 with items: ['0091017300_26102022002225', '0091017300_26102022002225']
Stack 23 with items: ['0091017300_26102022010018']
Heuristic packed all stacks
