dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P100277401
Min2DVol: 23.143140000000002 [m2]
Stack 0 with items: ['0090017000_27022023026630', '0090017000_27022023026630']
Stack 1 with items: ['0090017000_27022023016412', '0090017000_27022023016412']
Stack 2 with items: ['0090017000_27022023016412', '0090017000_27022023016412']
Stack 3 with items: ['0090017000_27022023016412', '0090017000_27022023016412']
Stack 4 with items: ['0090017000_27022023016412', '0090017000_27022023008180']
Stack 5 with items: ['0090017000_27022023008180', '0090017000_27022023008180']
Stack 6 with items: ['0090017000_27022023008180', '0090017000_27022023008180']
Stack 7 with items: ['0090017000_27022023008180', '0090017000_27022023008180']
Stack 8 with items: ['0090017000_27022023008180', '0090017000_27022023007447']
Stack 9 with items: ['0090017000_27022023007447', '0090017000_27022023007447']
Stack 10 with items: ['0090017000_27022023007447', '0090017000_27022023007447']
Stack 11 with items: ['0090017000_27022023007447', '0090017000_27022023007447']
Stack 12 with items: ['0090017000_27022023007280', '0090017000_27022023007280']
Stack 13 with items: ['0090017000_27022023007280', '0090017000_27022023007280']
Stack 14 with items: ['0090017000_27022023007280', '0090017000_27022023007280']
Stack 15 with items: ['0090017000_27022023007280', '0090017000_27022023003190']
Stack 16 with items: ['0090017000_27022023003190', '0090017000_27022023003190']
Stack 17 with items: ['0090017000_27022023003190', '0090017000_27022023003190']
Stack 18 with items: ['0090017000_27022023003190', '0090017000_27022023003190']
Heuristic packed all stacks
