dataset: X
instance: AS7
+-----------+
2D Packing Heuristic in Truck P173730401
Min2DVol: 40.08 [m2]
Stack 0 with items: ['0090018000_14062023013897', '0090018000_14062023003549', '0090018000_14062023006431', '0090018000_14062023002069']
Stack 1 with items: ['0090018000_14062023000766', '0090018000_14062023012817']
Stack 2 with items: ['0090018000_14062023013559', '0090018000_14062023011878', '0090018000_14062023013559']
Stack 3 with items: ['0090018000_14062023011878', '0090018000_14062023011231', '0090018000_14062023011878']
Stack 4 with items: ['0090018000_14062023011231', '0090018000_14062023011231', '0090018000_14062023011231']
Stack 5 with items: ['0090018000_14062023011019', '0090018000_14062023011019', '0090018000_14062023011019']
Stack 6 with items: ['0090018000_14062023011019', '0090018000_14062023011019', '0090018000_14062023011019']
Stack 7 with items: ['0090018000_14062023011019', '0090018000_14062023011019', '0090018000_14062023011019']
Stack 8 with items: ['0090018000_14062023010986', '0090018000_14062023010986', '0090018000_14062023010986']
Stack 9 with items: ['0090018000_14062023010986', '0090018000_14062023010986', '0090018000_14062023010986']
Stack 10 with items: ['0090018000_14062023010986', '0090018000_14062023010986', '0090018000_14062023010986']
Stack 11 with items: ['0090018000_14062023009022', '0090018000_14062023009022', '0090018000_14062023009022']
Stack 12 with items: ['0090018000_14062023009022', '0090018000_14062023007749', '0090018000_14062023009022']
Stack 13 with items: ['0090018000_14062023007749', '0090018000_14062023007749', '0090018000_14062023007749']
Stack 14 with items: ['0090018000_14062023007749', '0090018000_14062023007749', '0090018000_14062023007749']
Stack 15 with items: ['0090018000_14062023007749', '0090018000_14062023007198', '0090018000_14062023007198']
Stack 16 with items: ['0090018000_14062023007198', '0090018000_14062023007198', '0090018000_14062023007198']
Stack 17 with items: ['0090018000_14062023007198', '0090018000_14062023006300', '0090018000_14062023007198']
Stack 18 with items: ['0090018000_14062023006300', '0090018000_14062023006300', '0090018000_14062023006300']
Stack 19 with items: ['0090018000_14062023006300', '0090018000_14062023004151', '0090018000_14062023004151']
Stack 20 with items: ['0090018000_14062023004151', '0090018000_14062023004151', '0090018000_14062023004151']
Stack 21 with items: ['0090018000_14062023003971', '0090018000_14062023003971', '0090018000_14062023003971']
Stack 22 with items: ['0090018000_14062023003971', '0090018000_14062023001558', '0090018000_14062023003971']
Stack 23 with items: ['0090018000_14062023001558', '0090018000_14062023001558', '0090018000_14062023001558']
Stack 24 with items: ['0090018000_14062023001558', '0090018000_14062023001558', '0090018000_14062023001558']
Stack 25 with items: ['0090018000_14062023002528']
Stack 26 with items: ['0090018000_14062023007295', '0090018000_14062023007295', '0090018000_14062023007295']
Stack 27 with items: ['0090018000_14062023007214', '0090018000_14062023007295', '0090018000_14062023013055']
Stack 28 with items: ['0090018000_14062023007214', '0090018000_14062023007214', '0090018000_14062023007295']
Stack 29 with items: ['0090018000_14062023007214', '0090018000_14062023013055', '0090018000_14062023013055']
Stack 30 with items: ['0090018000_14062023007295', '0090018000_14062023007295', '0090018000_14062023007295']
Stacks not packed:
Stack 21 missing: ['0090018000_14062023003971', '0090018000_14062023003971', '0090018000_14062023003971']
Stack 22 missing: ['0090018000_14062023003971', '0090018000_14062023001558', '0090018000_14062023003971']
Stack 23 missing: ['0090018000_14062023001558', '0090018000_14062023001558', '0090018000_14062023001558']
Stack 24 missing: ['0090018000_14062023001558', '0090018000_14062023001558', '0090018000_14062023001558']
