dataset: X
instance: CC3
+-----------+
2D Packing Heuristic in Truck P199316001
Min2DVol: 29.850299999999997 [m2]
Stack 0 with items: ['0090016500_08062023002000', '0090016500_08062023002000']
Stack 1 with items: ['0090016500_08062023000804', '0090016500_08062023002000']
Stack 2 with items: ['0090016500_08062023002000', '0090016500_08062023002000']
Stack 3 with items: ['0090016500_08062023001227', '0090016500_08062023000804']
Stack 4 with items: ['0090016500_08062023001227', '0090016500_08062023000122']
Stack 5 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 6 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 7 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 8 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 9 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 10 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 11 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 12 with items: ['0090016500_08062023001329', '0090016500_08062023001329', '0090016500_08062023001329']
Stack 13 with items: ['0090016500_08062023001329', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 14 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 15 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 16 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 17 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 18 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 19 with items: ['0090016500_08062023000906', '0090016500_08062023000906', '0090016500_08062023000906']
Stack 20 with items: ['0090016500_08062023001054', '0090016500_08062023001054', '0090016500_08062023001054']
Stack 21 with items: ['0090016500_08062023001918', '0090016500_08062023001918', '0090016500_08062023001918']
Stack 22 with items: ['0090016500_08062023001054', '0090016500_08062023001054', '0090016500_08062023001054']
Heuristic packed all stacks
