dataset: B
instance: MT2
+-----------+
2D Packing Heuristic in Truck P349636101
Min2DVol: 32.59866000000001 [m2]
Stack 0 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 1 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 2 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 3 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 4 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 5 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 6 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 7 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 8 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 9 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 10 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 11 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 12 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 13 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 14 with items: ['0091017700_26102022003422', '0091017700_26102022003422']
Stack 15 with items: ['0091017700_26102022003178', '0091017700_26102022000545']
Stack 16 with items: ['0091017700_26102022001180', '0091017700_26102022001180']
Stack 17 with items: ['0091017700_26102022004149', '0091017700_26102022004047']
Stack 18 with items: ['0091017700_26102022002247', '0091017700_26102022002247']
Stack 19 with items: ['0091017700_26102022001908', '0091017700_26102022001908']
Stack 20 with items: ['0091017700_26102022001379']
Stack 21 with items: ['0091017700_26102022003942', '0091017700_26102022003942']
Stack 22 with items: ['0091017700_26102022002441', '0091017700_26102022003942']
Stack 23 with items: ['0091017700_26102022002289', '0091017700_26102022002289']
Stack 24 with items: ['0091017700_26102022002824', '0091017700_26102022003942']
Stack 25 with items: ['0091017700_26102022002289', '0091017700_26102022002289']
Stack 26 with items: ['0091017700_26102022003942', '0091017700_26102022003942']
Stacks not packed:
Stack 17 missing: ['0091017700_26102022004149', '0091017700_26102022004047']
