dataset: A
instance: TR
+-----------+
2D Packing Heuristic in Truck P223278201
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 1 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 2 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 3 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 4 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 5 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 6 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 7 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 8 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 9 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 10 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 11 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 12 with items: ['0090017000_03072022009623', '0090017000_03072022009623', '0090017000_03072022009623']
Stack 13 with items: ['0090017000_03072022009623', '0090017000_03072022008406', '0090017000_03072022008406']
Stack 14 with items: ['0090017000_03072022008406', '0090017000_03072022005516', '0090017000_03072022008406']
Stack 15 with items: ['0090017000_03072022005516', '0090017000_03072022005516', '0090017000_03072022005516']
Stack 16 with items: ['0090017000_03072022005516', '0090017000_03072022005516', '0090017000_03072022005516']
Stack 17 with items: ['0090017000_03072022005516', '0090017000_03072022005516', '0090017000_03072022005516']
Stack 18 with items: ['0090017000_03072022005516', '0090017000_03072022003125', '0090017000_03072022003125']
Stack 19 with items: ['0090017000_03072022003125', '0090017000_03072022003125', '0090017000_03072022003125']
Stack 20 with items: ['0090017000_03072022000742', '0090017000_03072022000742', '0090017000_03072022000742']
Stack 21 with items: ['0090017000_03072022000742', '0090017000_03072022000742', '0090017000_03072022000742']
Stack 22 with items: ['0090017000_03072022000742', '0090017000_03072022000742', '0090017000_03072022000742']
Stack 23 with items: ['0090017000_03072022000742', '0090017000_03072022000742', '0090017000_03072022000742']
Stack 24 with items: ['0090017000_03072022000742', '0090017000_03072022000742', '0090017000_03072022000742']
Stack 25 with items: ['0090017000_03072022000742', '0090017000_03072022000279', '0090017000_03072022000742']
Heuristic packed all stacks
