dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P347155103
Min2DVol: 33.63611999999999 [m2]
Stack 0 with items: ['0090017100_26102022015787', '0090017100_26102022015308', '0090017100_26102022009839']
Stack 1 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 2 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 3 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 4 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 5 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 6 with items: ['0090017100_26102022009839', '0090017100_26102022009839', '0090017100_26102022009839']
Stack 7 with items: ['0090017100_26102022009809', '0090017100_26102022009809', '0090017100_26102022009809']
Stack 8 with items: ['0090017100_26102022009809', '0090017100_26102022009809', '0090017100_26102022009809']
Stack 9 with items: ['0090017100_26102022009809', '0090017100_26102022009809', '0090017100_26102022009809']
Stack 10 with items: ['0090017100_26102022009809', '0090017100_26102022009809', '0090017100_26102022009809']
Stack 11 with items: ['0090017100_26102022009809', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 12 with items: ['0090017100_26102022006801', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 13 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 14 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 15 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 16 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 17 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 18 with items: ['0090017100_26102022006609', '0090017100_26102022006609', '0090017100_26102022006609']
Stack 19 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 20 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 21 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 22 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 23 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 24 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 25 with items: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 26 with items: ['0090017100_26102022008055', '0090017100_26102022014407', '0090017100_26102022014407']
Stack 27 with items: ['0090017100_26102022009886', '0090017100_26102022005019', '0090017100_26102022004130']
Stacks not packed:
Stack 24 missing: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
Stack 25 missing: ['0090017100_26102022002864', '0090017100_26102022002864', '0090017100_26102022002864']
