dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P094041003
Min2DVol: 29.800329999999995 [m2]
Stack 0 with items: ['0090019100_27022023037305', '0090019100_27022023033289']
Stack 1 with items: ['0090019100_27022023033289', '0090019100_27022023033289']
Stack 2 with items: ['0090019100_27022023033289', '0090019100_27022023033289']
Stack 3 with items: ['0090019100_27022023033289', '0090019100_27022023033289']
Stack 4 with items: ['0090019100_27022023033289', '0090019100_27022023030844']
Stack 5 with items: ['0090019100_27022023030844', '0090019100_27022023030844']
Stack 6 with items: ['0090019100_27022023030844', '0090019100_27022023030844']
Stack 7 with items: ['0090019100_27022023030844', '0090019100_27022023030844']
Stack 8 with items: ['0090019100_27022023030844', '0090019100_27022023030844']
Stack 9 with items: ['0090019100_27022023026409', '0090019100_27022023026409']
Stack 10 with items: ['0090019100_27022023026409', '0090019100_27022023026409']
Stack 11 with items: ['0090019100_27022023026409', '0090019100_27022023026409']
Stack 12 with items: ['0090019100_27022023026409', '0090019100_27022023026409']
Stack 13 with items: ['0090019100_27022023026409', '0090019100_27022023019884']
Stack 14 with items: ['0090019100_27022023019221', '0090019100_27022023007867']
Stack 15 with items: ['0090019100_27022023007867', '0090019100_27022023007867']
Stack 16 with items: ['0090019100_27022023007867', '0090019100_27022023007867']
Stack 17 with items: ['0090019100_27022023007867', '0090019100_27022023007867']
Stack 18 with items: ['0090019100_27022023007867', '0090019100_27022023006337']
Stack 19 with items: ['0090019100_27022023005113']
Stack 20 with items: ['0090019100_27022023007599', '0090019100_27022023007599']
Stack 21 with items: ['0090019100_27022023007599', '0090019100_27022023007599']
Stack 22 with items: ['0090019100_27022023010809', '0090019100_27022023012982']
Heuristic packed all stacks
