dataset: A
instance: DO2
+-----------+
2D Packing Heuristic in Truck P242042305
Min2DVol: 30.73806000000001 [m2]
Stack 0 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 1 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 2 with items: ['0090019100_03072022000082', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 3 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 4 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 5 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 6 with items: ['0090019100_03072022005187', '0090019100_03072022005187', '0090019100_03072022005187']
Stack 7 with items: ['0090019100_03072022007187', '0090019100_03072022007187', '0090019100_03072022007187']
Stack 8 with items: ['0090019100_03072022007187', '0090019100_03072022006517', '0090019100_03072022007187']
Stack 9 with items: ['0090019100_03072022006517', '0090019100_03072022006000', '0090019100_03072022006517']
Stack 10 with items: ['0090019100_03072022006000', '0090019100_03072022006000', '0090019100_03072022006000']
Stack 11 with items: ['0090019100_03072022005153', '0090019100_03072022005075', '0090019100_03072022005075']
Stack 12 with items: ['0090019100_03072022005075', '0090019100_03072022005075', '0090019100_03072022005075']
Stack 13 with items: ['0090019100_03072022005075', '0090019100_03072022005075', '0090019100_03072022005075']
Stack 14 with items: ['0090019100_03072022005075', '0090019100_03072022001950', '0090019100_03072022001359']
Stack 15 with items: ['0090019100_03072022001171', '0090019100_03072022001171', '0090019100_03072022001171']
Stack 16 with items: ['0090019100_03072022001171', '0090019100_03072022001171', '0090019100_03072022001171']
Stack 17 with items: ['0090019100_03072022001171', '0090019100_03072022001171', '0090019100_03072022001171']
Stack 18 with items: ['0090019100_03072022007400', '0090019100_03072022006675']
Heuristic packed all stacks
