dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P111040003
Min2DVol: 30.576119999999996 [m2]
Stack 0 with items: ['0090019100_28022023013802', '0090019100_28022023005186', '0090019100_28022023013355', '0090019100_28022023001371', '0090019100_28022023019622']
Stack 1 with items: ['0090019100_28022023004775', '0090019100_28022023004775']
Stack 2 with items: ['0090019100_28022023021742', '0090019100_28022023016714']
Stack 3 with items: ['0090019100_28022023016714', '0090019100_28022023016714']
Stack 4 with items: ['0090019100_28022023016714', '0090019100_28022023016297']
Stack 5 with items: ['0090019100_28022023016297', '0090019100_28022023016297']
Stack 6 with items: ['0090019100_28022023016297', '0090019100_28022023016297']
Stack 7 with items: ['0090019100_28022023016297', '0090019100_28022023016297']
Stack 8 with items: ['0090019100_28022023016297', '0090019100_28022023016297']
Stack 9 with items: ['0090019100_28022023015378', '0090019100_28022023011193']
Stack 10 with items: ['0090019100_28022023010886', '0090019100_28022023010886']
Stack 11 with items: ['0090019100_28022023010886', '0090019100_28022023008928']
Stack 12 with items: ['0090019100_28022023008928', '0090019100_28022023008928']
Stack 13 with items: ['0090019100_28022023008928', '0090019100_28022023008928']
Stack 14 with items: ['0090019100_28022023008928', '0090019100_28022023006609']
Stack 15 with items: ['0090019100_28022023004527', '0090019100_28022023004527']
Stack 16 with items: ['0090019100_28022023004527', '0090019100_28022023004527']
Stack 17 with items: ['0090019100_28022023006886', '0090019100_28022023006886']
Stack 18 with items: ['0090019100_28022023006886', '0090019100_28022023006886']
Stack 19 with items: ['0090019100_28022023006886', '0090019100_28022023006886']
Stack 20 with items: ['0090019100_28022023006886', '0090019100_28022023006886']
Heuristic packed all stacks
