dataset: C
instance: BY3
+-----------+
2D Packing Heuristic in Truck P110069003
Min2DVol: 28.799999999999994 [m2]
Stack 0 with items: ['0090016900_28022023032854', '0090016900_28022023032854']
Stack 1 with items: ['0090016900_28022023013617', '0090016900_28022023013617']
Stack 2 with items: ['0090016900_28022023013617', '0090016900_28022023013617']
Stack 3 with items: ['0090016900_28022023013617', '0090016900_28022023013617']
Stack 4 with items: ['0090016900_28022023013617', '0090016900_28022023013617']
Stack 5 with items: ['0090016900_28022023013617', '0090016900_28022023013617']
Stack 6 with items: ['0090016900_28022023013617', '0090016900_28022023007171']
Stack 7 with items: ['0090016900_28022023004874', '0090016900_28022023004874']
Stack 8 with items: ['0090016900_28022023004874', '0090016900_28022023004874']
Stack 9 with items: ['0090016900_28022023004874', '0090016900_28022023004874']
Stack 10 with items: ['0090016900_28022023004874', '0090016900_28022023004874']
Stack 11 with items: ['0090016900_28022023004874', '0090016900_28022023004874']
Heuristic packed all stacks
