dataset: C
instance: VA
+-----------+
2D Packing Heuristic in Truck P091540753
Min2DVol: 28.476119999999995 [m2]
Stack 0 with items: ['0091017300_27022023021355', '0091017300_27022023012630', '0091017300_27022023028798']
Stack 1 with items: ['0091017300_27022023028142']
Stack 2 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 3 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 4 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 5 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 6 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 7 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 8 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 9 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 10 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 11 with items: ['0091017300_27022023045592', '0091017300_27022023045592']
Stack 12 with items: ['0091017300_27022023041339', '0091017300_27022023041339']
Stack 13 with items: ['0091017300_27022023041339', '0091017300_27022023041339']
Stack 14 with items: ['0091017300_27022023041339', '0091017300_27022023041339']
Stack 15 with items: ['0091017300_27022023041339', '0091017300_27022023041339']
Heuristic packed all stacks
