dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P103050901
Min2DVol: 19.7717 [m2]
Stack 0 with items: ['0090017100_28022023019407', '0090017100_28022023019407']
Stack 1 with items: ['0090017100_28022023019407', '0090017100_28022023019407']
Stack 2 with items: ['0090017100_28022023019407', '0090017100_28022023019407']
Stack 3 with items: ['0090017100_28022023019407', '0090017100_28022023019407']
Stack 4 with items: ['0090017100_28022023014896', '0090017100_28022023019407']
Stack 5 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 6 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 7 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 8 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 9 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 10 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 11 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Stack 12 with items: ['0090017100_28022023014896', '0090017100_28022023014896']
Heuristic packed all stacks
