dataset: C
instance: MT3
+-----------+
2D Packing Heuristic in Truck P110630001
Min2DVol: 25.199999999999992 [m2]
Stack 0 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 1 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 2 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 3 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 4 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 5 with items: ['0091017700_28022023005686', '0091017700_28022023005686']
Stack 6 with items: ['0091017700_28022023005217', '0091017700_28022023004901']
Stack 7 with items: ['0091017700_28022023004901', '0091017700_28022023004901']
Stack 8 with items: ['0091017700_28022023004901', '0091017700_28022023004721']
Stack 9 with items: ['0091017700_28022023003554', '0091017700_28022023003554']
Stack 10 with items: ['0091017700_28022023003554', '0091017700_28022023002779']
Stack 11 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 12 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 13 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 14 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 15 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 16 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 17 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 18 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 19 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Stack 20 with items: ['0091017700_28022023002779', '0091017700_28022023002779']
Heuristic packed all stacks
