dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P087386303
Min2DVol: 31.494180000000014 [m2]
Stack 0 with items: ['0090038300_28022023000173', '0090038300_28022023000912', '0090038300_28022023001559', '0090038300_28022023012147', '0090038300_28022023025672', '0090038300_28022023029877', '0090038300_28022023031212']
Stack 1 with items: ['0090038300_28022023002338', '0090038300_28022023002338', '0090038300_28022023003507', '0090038300_28022023009211', '0090038300_28022023012147', '0090038300_28022023023812', '0090038300_28022023023812']
Stack 2 with items: ['0090038300_28022023000173']
Stack 3 with items: ['0090038300_28022023002242', '0090038300_28022023002242', '0090038300_28022023002242']
Stack 4 with items: ['0090038300_28022023002242', '0090038300_28022023002242', '0090038300_28022023002242']
Stack 5 with items: ['0090038300_28022023002242', '0090038300_28022023002242', '0090038300_28022023002242']
Stack 6 with items: ['0090038300_28022023002242', '0090038300_28022023002242', '0090038300_28022023002242']
Stack 7 with items: ['0090038300_28022023028774', '0090038300_28022023025181', '0090038300_28022023028774']
Stack 8 with items: ['0090038300_28022023025181', '0090038300_28022023025181', '0090038300_28022023025181']
Stack 9 with items: ['0090038300_28022023025181', '0090038300_28022023025181', '0090038300_28022023025181']
Stack 10 with items: ['0090038300_28022023025181', '0090038300_28022023025181', '0090038300_28022023025181']
Stack 11 with items: ['0090038300_28022023023005', '0090038300_28022023023005', '0090038300_28022023023005']
Stack 12 with items: ['0090038300_28022023023005', '0090038300_28022023023005', '0090038300_28022023023005']
Stack 13 with items: ['0090038300_28022023023005', '0090038300_28022023019778', '0090038300_28022023019778']
Stack 14 with items: ['0090038300_28022023019778', '0090038300_28022023019778', '0090038300_28022023019778']
Stack 15 with items: ['0090038300_28022023019778', '0090038300_28022023017317', '0090038300_28022023017317']
Stack 16 with items: ['0090038300_28022023017317', '0090038300_28022023017317', '0090038300_28022023017317']
Stack 17 with items: ['0090038300_28022023016586', '0090038300_28022023016586', '0090038300_28022023016586']
Stack 18 with items: ['0090038300_28022023011762', '0090038300_28022023011762', '0090038300_28022023011762']
Stacks not packed:
Stack 6 missing: ['0090038300_28022023002242', '0090038300_28022023002242', '0090038300_28022023002242']
