dataset: A
instance: MT
+-----------+
2D Packing Heuristic in Truck P208636101
Min2DVol: 31.398659999999996 [m2]
Stack 0 with items: ['0091017700_03072022002201', '0091017700_03072022002163']
Stack 1 with items: ['0091017700_03072022002163', '0091017700_03072022002163']
Stack 2 with items: ['0091017700_03072022001406', '0091017700_03072022001406']
Stack 3 with items: ['0091017700_03072022001406', '0091017700_03072022001406']
Stack 4 with items: ['0091017700_03072022000355', '0091017700_03072022000355']
Stack 5 with items: ['0091017700_03072022000355', '0091017700_03072022000355']
Stack 6 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 7 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 8 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 9 with items: ['0091017700_03072022000438', '0091017700_03072022002692']
Stack 10 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 11 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 12 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 13 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 14 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 15 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 16 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 17 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 18 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 19 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 20 with items: ['0091017700_03072022002692', '0091017700_03072022002692']
Stack 21 with items: ['0091017700_03072022001249']
Stack 22 with items: ['0091017700_03072022003325', '0091017700_03072022002025']
Stack 23 with items: ['0091017700_03072022001686', '0091017700_03072022001686']
Stack 24 with items: ['0091017700_03072022003528', '0091017700_03072022002726']
Stack 25 with items: ['0091017700_03072022002726', '0091017700_03072022002726']
Heuristic packed all stacks
